"Step","flow - loss","flow - loss__MIN","flow - loss__MAX"
"8300","4.757867474555969","4.757867474555969","4.757867474555969"
"8400","4.7537394976615905","4.7537394976615905","4.7537394976615905"
"8500","4.801477334499359","4.801477334499359","4.801477334499359"
"8600","4.725902228355408","4.725902228355408","4.725902228355408"
"8700","4.734164378643036","4.734164378643036","4.734164378643036"
"8800","4.748808751106262","4.748808751106262","4.748808751106262"
"8900","4.7410661673545835","4.7410661673545835","4.7410661673545835"
"9000","4.6929175209999086","4.6929175209999086","4.6929175209999086"
"9100","4.678833661079406","4.678833661079406","4.678833661079406"
"9200","4.686220338344574","4.686220338344574","4.686220338344574"
"9300","4.664982335567474","4.664982335567474","4.664982335567474"
"9400","4.771523938179016","4.771523938179016","4.771523938179016"
"9500","4.6715512108802795","4.6715512108802795","4.6715512108802795"
"9600","4.681838047504425","4.681838047504425","4.681838047504425"
"9700","4.686190702915192","4.686190702915192","4.686190702915192"
"9800","4.5921269392967226","4.5921269392967226","4.5921269392967226"
"9900","4.613525094985962","4.613525094985962","4.613525094985962"
"10000","4.622388608455658","4.622388608455658","4.622388608455658"
"10100","4.656091601848602","4.656091601848602","4.656091601848602"
"10200","4.607522206306458","4.607522206306458","4.607522206306458"
"10300","4.596881527900695","4.596881527900695","4.596881527900695"
"10400","4.566302223205566","4.566302223205566","4.566302223205566"
"10500","4.664184720516205","4.664184720516205","4.664184720516205"
"10600","4.576720168590546","4.576720168590546","4.576720168590546"
"10700","4.517359526157379","4.517359526157379","4.517359526157379"
"10800","4.540179007053375","4.540179007053375","4.540179007053375"
"10900","4.543626682758331","4.543626682758331","4.543626682758331"
"11000","4.590763254165649","4.590763254165649","4.590763254165649"
"11100","4.529855694770813","4.529855694770813","4.529855694770813"
"11200","4.536431143283844","4.536431143283844","4.536431143283844"
"11300","4.472198321819305","4.472198321819305","4.472198321819305"
"11400","4.536754198074341","4.536754198074341","4.536754198074341"
"11500","4.5543392515182495","4.5543392515182495","4.5543392515182495"
"11600","4.501345047950744","4.501345047950744","4.501345047950744"
"11700","4.524372546672821","4.524372546672821","4.524372546672821"
"11800","4.492112817764283","4.492112817764283","4.492112817764283"
"11900","4.46380188703537","4.46380188703537","4.46380188703537"
"12000","4.495796544551849","4.495796544551849","4.495796544551849"
"12100","4.450948827266693","4.450948827266693","4.450948827266693"
"12200","4.468250091075897","4.468250091075897","4.468250091075897"
"12300","4.4209380626678465","4.4209380626678465","4.4209380626678465"
"12400","4.431993050575256","4.431993050575256","4.431993050575256"
"12500","4.411329822540283","4.411329822540283","4.411329822540283"
"12600","4.397200288772583","4.397200288772583","4.397200288772583"
"12700","4.383156034946442","4.383156034946442","4.383156034946442"
"12800","4.382401919364929","4.382401919364929","4.382401919364929"
"12900","4.415290157794953","4.415290157794953","4.415290157794953"
"13000","4.386160228252411","4.386160228252411","4.386160228252411"
"13100","4.434520688056946","4.434520688056946","4.434520688056946"
"13200","4.4122661781311034","4.4122661781311034","4.4122661781311034"
"13300","4.310869030952453","4.310869030952453","4.310869030952453"
"13400","4.419599876403809","4.419599876403809","4.419599876403809"
"13500","4.333838033676147","4.333838033676147","4.333838033676147"
"13600","4.338112082481384","4.338112082481384","4.338112082481384"
"13700","4.379955427646637","4.379955427646637","4.379955427646637"
"13800","4.387460064888001","4.387460064888001","4.387460064888001"
"13900","4.311574065685273","4.311574065685273","4.311574065685273"
"14000","4.371149008274078","4.371149008274078","4.371149008274078"
"14100","4.351295635700226","4.351295635700226","4.351295635700226"
"14200","4.293958387374878","4.293958387374878","4.293958387374878"
"14300","4.313719980716705","4.313719980716705","4.313719980716705"
"14400","4.35438063621521","4.35438063621521","4.35438063621521"
"14500","4.309286091327667","4.309286091327667","4.309286091327667"
"14600","4.336015360355377","4.336015360355377","4.336015360355377"
"14700","4.288125352859497","4.288125352859497","4.288125352859497"
"14800","4.238442521095276","4.238442521095276","4.238442521095276"
"14900","4.3503870368003845","4.3503870368003845","4.3503870368003845"
"15000","4.3560225820541385","4.3560225820541385","4.3560225820541385"
"15100","4.291994631290436","4.291994631290436","4.291994631290436"
"15200","4.24725971698761","4.24725971698761","4.24725971698761"
"15300","4.2496904850006105","4.2496904850006105","4.2496904850006105"
"15400","4.21385375738144","4.21385375738144","4.21385375738144"
"15500","4.2515494871139525","4.2515494871139525","4.2515494871139525"
"15600","4.328563430309296","4.328563430309296","4.328563430309296"
"15700","4.297281942367554","4.297281942367554","4.297281942367554"
"15800","4.195350563526153","4.195350563526153","4.195350563526153"
"15900","4.256980926990509","4.256980926990509","4.256980926990509"
"16000","4.258306722640992","4.258306722640992","4.258306722640992"
"16100","4.159382450580597","4.159382450580597","4.159382450580597"
"16200","4.202216689586639","4.202216689586639","4.202216689586639"
"16300","4.263048703670502","4.263048703670502","4.263048703670502"
"16400","4.223426251411438","4.223426251411438","4.223426251411438"
"16500","4.151537096500396","4.151537096500396","4.151537096500396"
"16600","4.213635559082031","4.213635559082031","4.213635559082031"
"16700","4.211199264526368","4.211199264526368","4.211199264526368"
"16800","4.160487475395203","4.160487475395203","4.160487475395203"
"16900","4.120422003269195","4.120422003269195","4.120422003269195"
"17000","4.20097202539444","4.20097202539444","4.20097202539444"
"17100","4.132991828918457","4.132991828918457","4.132991828918457"
"17200","4.129177091121673","4.129177091121673","4.129177091121673"
"17300","4.167365198135376","4.167365198135376","4.167365198135376"
"17400","4.193840479850769","4.193840479850769","4.193840479850769"
"17500","4.150358209609985","4.150358209609985","4.150358209609985"
"17600","4.166645700931549","4.166645700931549","4.166645700931549"
"17700","4.068247718811035","4.068247718811035","4.068247718811035"
"17800","4.161414148807526","4.161414148807526","4.161414148807526"
"17900","4.139656112194062","4.139656112194062","4.139656112194062"
"18000","4.043421063423157","4.043421063423157","4.043421063423157"
"18100","4.088750631809234","4.088750631809234","4.088750631809234"
"18200","4.18316575050354","4.18316575050354","4.18316575050354"
"18300","4.123864262104035","4.123864262104035","4.123864262104035"
"18400","4.081399490833283","4.081399490833283","4.081399490833283"
"18500","4.099263877868652","4.099263877868652","4.099263877868652"
"18600","4.107019736766815","4.107019736766815","4.107019736766815"
"18700","4.140955328941345","4.140955328941345","4.140955328941345"
"18800","4.122385833263397","4.122385833263397","4.122385833263397"
"18900","4.040242211818695","4.040242211818695","4.040242211818695"
"19000","4.145050275325775","4.145050275325775","4.145050275325775"
"19100","4.061910052299499","4.061910052299499","4.061910052299499"
"19200","4.072510497570038","4.072510497570038","4.072510497570038"
"19300","4.08863317489624","4.08863317489624","4.08863317489624"
"19400","4.04590209722519","4.04590209722519","4.04590209722519"
"19500","4.05727382183075","4.05727382183075","4.05727382183075"
"19600","4.092820925712585","4.092820925712585","4.092820925712585"
"19700","4.022705163955688","4.022705163955688","4.022705163955688"
"19800","4.069884157180786","4.069884157180786","4.069884157180786"
"19900","4.1397641444206235","4.1397641444206235","4.1397641444206235"
"20000","3.995167918205261","3.995167918205261","3.995167918205261"
"20100","4.020287194252014","4.020287194252014","4.020287194252014"
"20200","4.016565411090851","4.016565411090851","4.016565411090851"
"20300","4.057703077793121","4.057703077793121","4.057703077793121"
"20400","3.986003375053406","3.986003375053406","3.986003375053406"
"20500","4.028782699108124","4.028782699108124","4.028782699108124"
"20600","4.0266541838645935","4.0266541838645935","4.0266541838645935"
"20700","4.056005022525787","4.056005022525787","4.056005022525787"
"20800","4.026150677204132","4.026150677204132","4.026150677204132"
"20900","4.008018178939819","4.008018178939819","4.008018178939819"
"21000","4.06876166343689","4.06876166343689","4.06876166343689"
"21100","4.035251164436341","4.035251164436341","4.035251164436341"
"21200","4.008786625862122","4.008786625862122","4.008786625862122"
"21300","4.026702606678009","4.026702606678009","4.026702606678009"
"21400","4.001830008029938","4.001830008029938","4.001830008029938"
"21500","4.008909342288971","4.008909342288971","4.008909342288971"
"21600","4.023193535804748","4.023193535804748","4.023193535804748"
"21700","3.990374698638916","3.990374698638916","3.990374698638916"
"21800","4.055124959945679","4.055124959945679","4.055124959945679"
"21900","3.9948363637924196","3.9948363637924196","3.9948363637924196"
"22000","3.969095742702484","3.969095742702484","3.969095742702484"
"22100","3.9579973912239073","3.9579973912239073","3.9579973912239073"
"22200","4.033774795532227","4.033774795532227","4.033774795532227"
"22300","3.927917833328247","3.927917833328247","3.927917833328247"
"22400","3.9089519000053405","3.9089519000053405","3.9089519000053405"
"22500","3.946960506439209","3.946960506439209","3.946960506439209"
"22600","3.95944308757782","3.95944308757782","3.95944308757782"
"22700","3.8518997740745546","3.8518997740745546","3.8518997740745546"
"22800","3.90679545879364","3.90679545879364","3.90679545879364"
"22900","4.025607397556305","4.025607397556305","4.025607397556305"
"23000","3.9392196345329284","3.9392196345329284","3.9392196345329284"
"23100","3.9499186420440675","3.9499186420440675","3.9499186420440675"
"23200","3.955873510837555","3.955873510837555","3.955873510837555"
"23300","3.9589849066734315","3.9589849066734315","3.9589849066734315"
"23400","3.8907956147193907","3.8907956147193907","3.8907956147193907"
"23500","3.964909176826477","3.964909176826477","3.964909176826477"
"23600","3.989841430187225","3.989841430187225","3.989841430187225"
"23700","3.9967839097976685","3.9967839097976685","3.9967839097976685"
"23800","3.893901221752167","3.893901221752167","3.893901221752167"
"23900","3.8888227581977843","3.8888227581977843","3.8888227581977843"
"24000","3.9438592076301573","3.9438592076301573","3.9438592076301573"
"24100","3.8518515706062315","3.8518515706062315","3.8518515706062315"
"24200","3.917367465496063","3.917367465496063","3.917367465496063"
"24300","3.911730878353119","3.911730878353119","3.911730878353119"
"24400","3.863533034324646","3.863533034324646","3.863533034324646"
"24500","3.8929798126220705","3.8929798126220705","3.8929798126220705"
"24600","3.8889605307579043","3.8889605307579043","3.8889605307579043"
"24700","3.853347272872925","3.853347272872925","3.853347272872925"
"24800","3.8930778646469117","3.8930778646469117","3.8930778646469117"
"24900","3.8906148529052733","3.8906148529052733","3.8906148529052733"
"25000","3.8473397374153135","3.8473397374153135","3.8473397374153135"
"25100","3.8483479380607606","3.8483479380607606","3.8483479380607606"
"25200","3.9098395538330077","3.9098395538330077","3.9098395538330077"
"25300","3.865023920536041","3.865023920536041","3.865023920536041"
"25400","3.869186236858368","3.869186236858368","3.869186236858368"
"25500","3.8768291687965393","3.8768291687965393","3.8768291687965393"
"25600","3.7728298902511597","3.7728298902511597","3.7728298902511597"
"25700","3.8519944405555724","3.8519944405555724","3.8519944405555724"
"25800","3.829992363452911","3.829992363452911","3.829992363452911"
"25900","3.901657340526581","3.901657340526581","3.901657340526581"
"26000","3.8460675978660586","3.8460675978660586","3.8460675978660586"
"26100","3.88051876783371","3.88051876783371","3.88051876783371"
"26200","3.886372656822205","3.886372656822205","3.886372656822205"
"26300","3.7750445413589477","3.7750445413589477","3.7750445413589477"
"26400","3.789494037628174","3.789494037628174","3.789494037628174"
"26500","3.8237247180938723","3.8237247180938723","3.8237247180938723"
"26600","3.8334882283210754","3.8334882283210754","3.8334882283210754"
"26700","3.8794636034965517","3.8794636034965517","3.8794636034965517"
"26800","3.7834884333610534","3.7834884333610534","3.7834884333610534"
"26900","3.8537434458732607","3.8537434458732607","3.8537434458732607"
"27000","3.781260144710541","3.781260144710541","3.781260144710541"
"27100","3.844632318019867","3.844632318019867","3.844632318019867"
"27200","3.7848526191711427","3.7848526191711427","3.7848526191711427"
"27300","3.8353821873664855","3.8353821873664855","3.8353821873664855"
"27400","3.7879908299446106","3.7879908299446106","3.7879908299446106"
"27500","3.73201495885849","3.73201495885849","3.73201495885849"
"27600","3.782040491104126","3.782040491104126","3.782040491104126"
"27700","3.870425457954407","3.870425457954407","3.870425457954407"
"27800","3.8488857173919677","3.8488857173919677","3.8488857173919677"
"27900","3.7476621675491333","3.7476621675491333","3.7476621675491333"
"28000","3.818351695537567","3.818351695537567","3.818351695537567"
"28100","3.7785321712493896","3.7785321712493896","3.7785321712493896"
"28200","3.8478395676612855","3.8478395676612855","3.8478395676612855"
"28300","3.768794207572937","3.768794207572937","3.768794207572937"
"28400","3.7720284509658812","3.7720284509658812","3.7720284509658812"
"28500","3.7245947027206423","3.7245947027206423","3.7245947027206423"
"28600","3.7467641115188597","3.7467641115188597","3.7467641115188597"
"28700","3.7054409265518187","3.7054409265518187","3.7054409265518187"
"28800","3.680148553848267","3.680148553848267","3.680148553848267"
"28900","3.7363666224479677","3.7363666224479677","3.7363666224479677"
"29000","3.7369125270843506","3.7369125270843506","3.7369125270843506"
"29100","3.7873907804489138","3.7873907804489138","3.7873907804489138"
"29200","3.72604505777359","3.72604505777359","3.72604505777359"
"29300","3.6984643602371214","3.6984643602371214","3.6984643602371214"
"29400","3.7608892631530764","3.7608892631530764","3.7608892631530764"
"29500","3.7524287724494934","3.7524287724494934","3.7524287724494934"
"29600","3.718197059631348","3.718197059631348","3.718197059631348"
"29700","3.758506214618683","3.758506214618683","3.758506214618683"
"29800","3.7024993395805357","3.7024993395805357","3.7024993395805357"
"29900","3.7139747285842897","3.7139747285842897","3.7139747285842897"
"30000","3.7459558701515197","3.7459558701515197","3.7459558701515197"
"30100","3.7585970902442933","3.7585970902442933","3.7585970902442933"
"30200","3.6955021262168883","3.6955021262168883","3.6955021262168883"
"30300","3.748216240406036","3.748216240406036","3.748216240406036"
"30400","3.6780726075172425","3.6780726075172425","3.6780726075172425"
"30500","3.728622250556946","3.728622250556946","3.728622250556946"
"30600","3.6949024748802186","3.6949024748802186","3.6949024748802186"
"30700","3.6918834829330445","3.6918834829330445","3.6918834829330445"
"30800","3.7008665013313293","3.7008665013313293","3.7008665013313293"
"30900","3.7096395826339723","3.7096395826339723","3.7096395826339723"
"31000","3.6662973189353942","3.6662973189353942","3.6662973189353942"
"31100","3.653408076763153","3.653408076763153","3.653408076763153"
"31200","3.6820459723472596","3.6820459723472596","3.6820459723472596"
"31300","3.72256010055542","3.72256010055542","3.72256010055542"
"31400","3.6882231402397156","3.6882231402397156","3.6882231402397156"
"31500","3.648468625545502","3.648468625545502","3.648468625545502"
"31600","3.6918721127510072","3.6918721127510072","3.6918721127510072"
"31700","3.6665154886245728","3.6665154886245728","3.6665154886245728"
"31800","3.6319848108291626","3.6319848108291626","3.6319848108291626"
"31900","3.6472800397872924","3.6472800397872924","3.6472800397872924"
"32000","3.7109342765808107","3.7109342765808107","3.7109342765808107"
"32100","3.65124963760376","3.65124963760376","3.65124963760376"
"32200","3.6325093650817872","3.6325093650817872","3.6325093650817872"
"32300","3.7311912870407102","3.7311912870407102","3.7311912870407102"
"32400","3.6636266255378724","3.6636266255378724","3.6636266255378724"
"32500","3.6866761326789854","3.6866761326789854","3.6866761326789854"
"32600","3.7130223393440245","3.7130223393440245","3.7130223393440245"
"32700","3.6506439685821532","3.6506439685821532","3.6506439685821532"
"32800","3.5757759833335876","3.5757759833335876","3.5757759833335876"
"32900","3.6585451650619505","3.6585451650619505","3.6585451650619505"
"33000","3.682561385631561","3.682561385631561","3.682561385631561"
"33100","3.674329183101654","3.674329183101654","3.674329183101654"
"33200","3.6810645627975465","3.6810645627975465","3.6810645627975465"
"33300","3.672400350570679","3.672400350570679","3.672400350570679"
"33400","3.6542094779014587","3.6542094779014587","3.6542094779014587"
"33500","3.7560159230232237","3.7560159230232237","3.7560159230232237"
"33600","3.598440396785736","3.598440396785736","3.598440396785736"
"33700","3.580754292011261","3.580754292011261","3.580754292011261"
"33800","3.6172024488449095","3.6172024488449095","3.6172024488449095"
"33900","3.556880924701691","3.556880924701691","3.556880924701691"
"34000","3.647618763446808","3.647618763446808","3.647618763446808"
"34100","3.5664474821090697","3.5664474821090697","3.5664474821090697"
"34200","3.592700343132019","3.592700343132019","3.592700343132019"
"34300","3.5942561507225035","3.5942561507225035","3.5942561507225035"
"34400","3.6245668649673464","3.6245668649673464","3.6245668649673464"
"34500","3.638499219417572","3.638499219417572","3.638499219417572"
"34600","3.6250153851509093","3.6250153851509093","3.6250153851509093"
"34700","3.606165909767151","3.606165909767151","3.606165909767151"
"34800","3.6078237819671632","3.6078237819671632","3.6078237819671632"
"34900","3.6257837629318237","3.6257837629318237","3.6257837629318237"
"35000","3.637743546962738","3.637743546962738","3.637743546962738"
"35100","3.583186504840851","3.583186504840851","3.583186504840851"
"35200","3.5546726179122925","3.5546726179122925","3.5546726179122925"
"35300","3.6142722225189208","3.6142722225189208","3.6142722225189208"
"35400","3.5553960537910463","3.5553960537910463","3.5553960537910463"
"35500","3.602465040683746","3.602465040683746","3.602465040683746"
"35600","3.6208749485015868","3.6208749485015868","3.6208749485015868"
"35700","3.5719438433647155","3.5719438433647155","3.5719438433647155"
"35800","3.5492415761947633","3.5492415761947633","3.5492415761947633"
"35900","3.5821093678474427","3.5821093678474427","3.5821093678474427"
"36000","3.5233642077445984","3.5233642077445984","3.5233642077445984"
"36100","3.5671186375617983","3.5671186375617983","3.5671186375617983"
"36200","3.5473907589912415","3.5473907589912415","3.5473907589912415"
"36300","3.531864125728607","3.531864125728607","3.531864125728607"
"36400","3.5302984523773193","3.5302984523773193","3.5302984523773193"
"36500","3.5058677101135256","3.5058677101135256","3.5058677101135256"
"36600","3.523788526058197","3.523788526058197","3.523788526058197"
"36700","3.5335201740264894","3.5335201740264894","3.5335201740264894"
"36800","3.558276479244232","3.558276479244232","3.558276479244232"
"36900","3.4951497411727903","3.4951497411727903","3.4951497411727903"
"37000","3.5318140888214113","3.5318140888214113","3.5318140888214113"
"37100","3.534714925289154","3.534714925289154","3.534714925289154"
"37200","3.5293384170532227","3.5293384170532227","3.5293384170532227"
"37300","3.5122999000549315","3.5122999000549315","3.5122999000549315"
"37400","3.5003692388534544","3.5003692388534544","3.5003692388534544"
"37500","3.5794290614128115","3.5794290614128115","3.5794290614128115"
"37600","3.5433639907836914","3.5433639907836914","3.5433639907836914"
"37700","3.4912967681884766","3.4912967681884766","3.4912967681884766"
"37800","3.5463015246391296","3.5463015246391296","3.5463015246391296"
"37900","3.458897569179535","3.458897569179535","3.458897569179535"
"38000","3.5425899600982667","3.5425899600982667","3.5425899600982667"
"38100","3.5169223403930663","3.5169223403930663","3.5169223403930663"
"38200","3.4791518163681032","3.4791518163681032","3.4791518163681032"
"38300","3.535733301639557","3.535733301639557","3.535733301639557"
"38400","3.4691007995605467","3.4691007995605467","3.4691007995605467"
"38500","3.4825828862190247","3.4825828862190247","3.4825828862190247"
"38600","3.530223481655121","3.530223481655121","3.530223481655121"
"38700","3.5404067993164063","3.5404067993164063","3.5404067993164063"
"38800","3.5538964104652404","3.5538964104652404","3.5538964104652404"
"38900","3.511828746795654","3.511828746795654","3.511828746795654"
"39000","3.4928403425216676","3.4928403425216676","3.4928403425216676"
"39100","3.444544641971588","3.444544641971588","3.444544641971588"
"39200","3.47887544631958","3.47887544631958","3.47887544631958"
"39300","3.548647258281708","3.548647258281708","3.548647258281708"
"39400","3.5399548292160032","3.5399548292160032","3.5399548292160032"
"39500","3.465870337486267","3.465870337486267","3.465870337486267"
"39600","3.4794778656959533","3.4794778656959533","3.4794778656959533"
"39700","3.4606391978263855","3.4606391978263855","3.4606391978263855"
"39800","3.5057867884635927","3.5057867884635927","3.5057867884635927"
"39900","3.4527931380271912","3.4527931380271912","3.4527931380271912"
"40000","3.525556256771088","3.525556256771088","3.525556256771088"
"40100","3.395266642570496","3.395266642570496","3.395266642570496"
"40200","3.506343381404877","3.506343381404877","3.506343381404877"
"40300","3.5500470113754274","3.5500470113754274","3.5500470113754274"
"40400","3.4430146479606627","3.4430146479606627","3.4430146479606627"
"40500","3.438476164340973","3.438476164340973","3.438476164340973"
"40600","3.5272154116630556","3.5272154116630556","3.5272154116630556"
"40700","3.509226179122925","3.509226179122925","3.509226179122925"
"40800","3.4400446939468385","3.4400446939468385","3.4400446939468385"
"40900","3.4887670516967773","3.4887670516967773","3.4887670516967773"
"41000","3.427888286113739","3.427888286113739","3.427888286113739"
"41100","3.498525342941284","3.498525342941284","3.498525342941284"
"41200","3.417040901184082","3.417040901184082","3.417040901184082"
"41300","3.4615108609199523","3.4615108609199523","3.4615108609199523"
"41400","3.4192906332015993","3.4192906332015993","3.4192906332015993"
"41500","3.500370342731476","3.500370342731476","3.500370342731476"
"41600","3.4452259802818297","3.4452259802818297","3.4452259802818297"
"41700","3.5011957025527956","3.5011957025527956","3.5011957025527956"
"41800","3.4661896443367004","3.4661896443367004","3.4661896443367004"
"41900","3.4203533291816712","3.4203533291816712","3.4203533291816712"
"42000","3.4247918224334715","3.4247918224334715","3.4247918224334715"
"42100","3.4825282096862793","3.4825282096862793","3.4825282096862793"
"42200","3.4378545689582825","3.4378545689582825","3.4378545689582825"
"42300","3.417590069770813","3.417590069770813","3.417590069770813"
"42400","3.438428282737732","3.438428282737732","3.438428282737732"
"42500","3.425069444179535","3.425069444179535","3.425069444179535"
"42600","3.4551192259788515","3.4551192259788515","3.4551192259788515"
"42700","3.451912178993225","3.451912178993225","3.451912178993225"
"42800","3.420406749248505","3.420406749248505","3.420406749248505"
"42900","3.4268851590156557","3.4268851590156557","3.4268851590156557"
"43000","3.4299590945243836","3.4299590945243836","3.4299590945243836"
"43100","3.388214147090912","3.388214147090912","3.388214147090912"
"43200","3.4444921875","3.4444921875","3.4444921875"
"43300","3.421165392398834","3.421165392398834","3.421165392398834"
"43400","3.40412761926651","3.40412761926651","3.40412761926651"
"43500","3.3641357445716857","3.3641357445716857","3.3641357445716857"
"43600","3.4481713008880615","3.4481713008880615","3.4481713008880615"
"43700","3.425090458393097","3.425090458393097","3.425090458393097"
"43800","3.448973822593689","3.448973822593689","3.448973822593689"
"43900","3.466016471385956","3.466016471385956","3.466016471385956"
"44000","3.413051838874817","3.413051838874817","3.413051838874817"
"44100","3.470862431526184","3.470862431526184","3.470862431526184"
"44200","3.443062436580658","3.443062436580658","3.443062436580658"
"44300","3.3812606143951416","3.3812606143951416","3.3812606143951416"
"44400","3.3690070962905883","3.3690070962905883","3.3690070962905883"
"44500","3.3361553239822386","3.3361553239822386","3.3361553239822386"
"44600","3.415403299331665","3.415403299331665","3.415403299331665"
"44700","3.384931333065033","3.384931333065033","3.384931333065033"
"44800","3.364551546573639","3.364551546573639","3.364551546573639"
"44900","3.3575792384147642","3.3575792384147642","3.3575792384147642"
"45000","3.364282510280609","3.364282510280609","3.364282510280609"
"45100","3.391263196468353","3.391263196468353","3.391263196468353"
"45200","3.382470188140869","3.382470188140869","3.382470188140869"
"45300","3.327781069278717","3.327781069278717","3.327781069278717"
"45400","3.389418761730194","3.389418761730194","3.389418761730194"
"45500","3.3856565141677857","3.3856565141677857","3.3856565141677857"
"45600","3.3682908844947814","3.3682908844947814","3.3682908844947814"
"45700","3.363094825744629","3.363094825744629","3.363094825744629"
"45800","3.2866818118095398","3.2866818118095398","3.2866818118095398"
"45900","3.3655938148498534","3.3655938148498534","3.3655938148498534"
"46000","3.3678839707374575","3.3678839707374575","3.3678839707374575"
"46100","3.246492063999176","3.246492063999176","3.246492063999176"
"46200","3.373980751037598","3.373980751037598","3.373980751037598"
"46300","3.3119123435020446","3.3119123435020446","3.3119123435020446"
