"Step","mse - loss","mse - loss__MIN","mse - loss__MAX"
"4400","0.9665977692604065","0.9665977692604065","0.9665977692604065"
"4500","0.9624709451198578","0.9624709451198578","0.9624709451198578"
"4600","0.9516147708892823","0.9516147708892823","0.9516147708892823"
"4700","0.9326319527626038","0.9326319527626038","0.9326319527626038"
"4800","0.952249875664711","0.952249875664711","0.952249875664711"
"4900","0.8970999693870545","0.8970999693870545","0.8970999693870545"
"5000","0.9479213762283325","0.9479213762283325","0.9479213762283325"
"5100","0.9002098429203034","0.9002098429203034","0.9002098429203034"
"5200","0.9016597074270248","0.9016597074270248","0.9016597074270248"
"5300","0.9105482041835785","0.9105482041835785","0.9105482041835785"
"5400","0.8726065492630005","0.8726065492630005","0.8726065492630005"
"5500","0.911582116484642","0.911582116484642","0.911582116484642"
"5600","0.8624137437343598","0.8624137437343598","0.8624137437343598"
"5700","0.877981789112091","0.877981789112091","0.877981789112091"
"5800","0.8623240178823471","0.8623240178823471","0.8623240178823471"
"5900","0.8583054649829864","0.8583054649829864","0.8583054649829864"
"6000","0.8458695423603058","0.8458695423603058","0.8458695423603058"
"6100","0.849007294178009","0.849007294178009","0.849007294178009"
"6200","0.8303114116191864","0.8303114116191864","0.8303114116191864"
"6300","0.834969978928566","0.834969978928566","0.834969978928566"
"6400","0.8599443578720093","0.8599443578720093","0.8599443578720093"
"6500","0.8172168278694153","0.8172168278694153","0.8172168278694153"
"6600","0.8379757684469223","0.8379757684469223","0.8379757684469223"
"6700","0.8110824036598205","0.8110824036598205","0.8110824036598205"
"6800","0.803249300122261","0.803249300122261","0.803249300122261"
"6900","0.809844604730606","0.809844604730606","0.809844604730606"
"7000","0.7907689052820206","0.7907689052820206","0.7907689052820206"
"7100","0.7872597509622574","0.7872597509622574","0.7872597509622574"
"7200","0.8104320287704467","0.8104320287704467","0.8104320287704467"
"7300","0.791230057477951","0.791230057477951","0.791230057477951"
"7400","0.7746788519620895","0.7746788519620895","0.7746788519620895"
"7500","0.7939630836248398","0.7939630836248398","0.7939630836248398"
"7600","0.749473876953125","0.749473876953125","0.749473876953125"
"7700","0.7579363477230072","0.7579363477230072","0.7579363477230072"
"7800","0.7855938684940338","0.7855938684940338","0.7855938684940338"
"7900","0.7533433413505555","0.7533433413505555","0.7533433413505555"
"8000","0.753869549036026","0.753869549036026","0.753869549036026"
"8100","0.7792159736156463","0.7792159736156463","0.7792159736156463"
"8200","0.7486275988817215","0.7486275988817215","0.7486275988817215"
"8300","0.7460308182239532","0.7460308182239532","0.7460308182239532"
"8400","0.7491048935055733","0.7491048935055733","0.7491048935055733"
"8500","0.7393671411275864","0.7393671411275864","0.7393671411275864"
"8600","0.7202892726659775","0.7202892726659775","0.7202892726659775"
"8700","0.7386561697721481","0.7386561697721481","0.7386561697721481"
"8800","0.7366095954179763","0.7366095954179763","0.7366095954179763"
"8900","0.7182778108119965","0.7182778108119965","0.7182778108119965"
"9000","0.7105381786823273","0.7105381786823273","0.7105381786823273"
"9100","0.7126158517599106","0.7126158517599106","0.7126158517599106"
"9200","0.7134692907333374","0.7134692907333374","0.7134692907333374"
"9300","0.7114804768562317","0.7114804768562317","0.7114804768562317"
"9400","0.7146991473436356","0.7146991473436356","0.7146991473436356"
"9500","0.7184967947006226","0.7184967947006226","0.7184967947006226"
"9600","0.6957736441493034","0.6957736441493034","0.6957736441493034"
"9700","0.7075663337111473","0.7075663337111473","0.7075663337111473"
"9800","0.7043794760107994","0.7043794760107994","0.7043794760107994"
"9900","0.6788166648149491","0.6788166648149491","0.6788166648149491"
"10000","0.7012003242969513","0.7012003242969513","0.7012003242969513"
"10100","0.7111522430181503","0.7111522430181503","0.7111522430181503"
"10200","0.6881610068678856","0.6881610068678856","0.6881610068678856"
"10300","0.6722944170236588","0.6722944170236588","0.6722944170236588"
"10400","0.6811993485689163","0.6811993485689163","0.6811993485689163"
"10500","0.6702543777227402","0.6702543777227402","0.6702543777227402"
"10600","0.6609164932370186","0.6609164932370186","0.6609164932370186"
"10700","0.666160284280777","0.666160284280777","0.666160284280777"
"10800","0.6542167234420776","0.6542167234420776","0.6542167234420776"
"10900","0.6695742452144623","0.6695742452144623","0.6695742452144623"
"11000","0.668981973528862","0.668981973528862","0.668981973528862"
"11100","0.6667961946129799","0.6667961946129799","0.6667961946129799"
"11200","0.6478987082839012","0.6478987082839012","0.6478987082839012"
"11300","0.6607727789878846","0.6607727789878846","0.6607727789878846"
"11400","0.6394416278600693","0.6394416278600693","0.6394416278600693"
"11500","0.6459240227937698","0.6459240227937698","0.6459240227937698"
"11600","0.6479677191376686","0.6479677191376686","0.6479677191376686"
"11700","0.6529506275057793","0.6529506275057793","0.6529506275057793"
"11800","0.6068182447552681","0.6068182447552681","0.6068182447552681"
"11900","0.6635050582885742","0.6635050582885742","0.6635050582885742"
"12000","0.6393607556819916","0.6393607556819916","0.6393607556819916"
"12100","0.6094173249602318","0.6094173249602318","0.6094173249602318"
"12200","0.622208072245121","0.622208072245121","0.622208072245121"
"12300","0.6429916971921921","0.6429916971921921","0.6429916971921921"
"12400","0.6360285237431527","0.6360285237431527","0.6360285237431527"
"12500","0.6257164430618286","0.6257164430618286","0.6257164430618286"
"12600","0.6173258417844772","0.6173258417844772","0.6173258417844772"
"12700","0.6282640612125396","0.6282640612125396","0.6282640612125396"
"12800","0.6169391334056854","0.6169391334056854","0.6169391334056854"
"12900","0.6284269446134567","0.6284269446134567","0.6284269446134567"
"13000","0.6034580990672112","0.6034580990672112","0.6034580990672112"
"13100","0.6193511429429054","0.6193511429429054","0.6193511429429054"
"13200","0.6038125970959664","0.6038125970959664","0.6038125970959664"
"13300","0.6165380054712295","0.6165380054712295","0.6165380054712295"
"13400","0.6045551115274429","0.6045551115274429","0.6045551115274429"
"13500","0.5931623753905296","0.5931623753905296","0.5931623753905296"
"13600","0.5976147192716599","0.5976147192716599","0.5976147192716599"
"13700","0.600737278163433","0.600737278163433","0.600737278163433"
"13800","0.6006393596529961","0.6006393596529961","0.6006393596529961"
"13900","0.5765012842416763","0.5765012842416763","0.5765012842416763"
"14000","0.5961603412032127","0.5961603412032127","0.5961603412032127"
"14100","0.5958194276690483","0.5958194276690483","0.5958194276690483"
"14200","0.595597485601902","0.595597485601902","0.595597485601902"
"14300","0.5863030967116356","0.5863030967116356","0.5863030967116356"
"14400","0.6005549767613411","0.6005549767613411","0.6005549767613411"
"14500","0.5765091493725777","0.5765091493725777","0.5765091493725777"
"14600","0.5901851415634155","0.5901851415634155","0.5901851415634155"
"14700","0.5756784588098526","0.5756784588098526","0.5756784588098526"
"14800","0.6054348218441009","0.6054348218441009","0.6054348218441009"
"14900","0.5738569214940071","0.5738569214940071","0.5738569214940071"
"15000","0.5789412605762482","0.5789412605762482","0.5789412605762482"
"15100","0.573962881565094","0.573962881565094","0.573962881565094"
"15200","0.5632376947999","0.5632376947999","0.5632376947999"
"15300","0.5895384427905083","0.5895384427905083","0.5895384427905083"
"15400","0.5696977394819259","0.5696977394819259","0.5696977394819259"
"15500","0.5690060585737229","0.5690060585737229","0.5690060585737229"
"15600","0.5714198565483093","0.5714198565483093","0.5714198565483093"
"15700","0.5718553790450096","0.5718553790450096","0.5718553790450096"
"15800","0.5720612165331841","0.5720612165331841","0.5720612165331841"
"15900","0.5721552520990372","0.5721552520990372","0.5721552520990372"
"16000","0.5700855708122253","0.5700855708122253","0.5700855708122253"
"16100","0.5566717991232872","0.5566717991232872","0.5566717991232872"
"16200","0.5624033483862877","0.5624033483862877","0.5624033483862877"
"16300","0.5605822372436523","0.5605822372436523","0.5605822372436523"
"16400","0.5414012768864631","0.5414012768864631","0.5414012768864631"
"16500","0.5479413637518883","0.5479413637518883","0.5479413637518883"
"16600","0.5640422609448433","0.5640422609448433","0.5640422609448433"
"16700","0.5377915400266647","0.5377915400266647","0.5377915400266647"
"16800","0.5529706031084061","0.5529706031084061","0.5529706031084061"
"16900","0.5531704047322273","0.5531704047322273","0.5531704047322273"
"17000","0.5385650354623794","0.5385650354623794","0.5385650354623794"
"17100","0.558039017021656","0.558039017021656","0.558039017021656"
"17200","0.5322065356373787","0.5322065356373787","0.5322065356373787"
"17300","0.5168597918748855","0.5168597918748855","0.5168597918748855"
"17400","0.5501813778281212","0.5501813778281212","0.5501813778281212"
"17500","0.5436148554086685","0.5436148554086685","0.5436148554086685"
"17600","0.5354300922155381","0.5354300922155381","0.5354300922155381"
"17700","0.5548876059055329","0.5548876059055329","0.5548876059055329"
"17800","0.5337935292720795","0.5337935292720795","0.5337935292720795"
"17900","0.5493138563632965","0.5493138563632965","0.5493138563632965"
"18000","0.5347610411047935","0.5347610411047935","0.5347610411047935"
"18100","0.5385540744662285","0.5385540744662285","0.5385540744662285"
"18200","0.5219059693813324","0.5219059693813324","0.5219059693813324"
"18300","0.5244263303279877","0.5244263303279877","0.5244263303279877"
"18400","0.514461207985878","0.514461207985878","0.514461207985878"
"18500","0.5275140252709388","0.5275140252709388","0.5275140252709388"
"18600","0.509445221722126","0.509445221722126","0.509445221722126"
"18700","0.5379686865210533","0.5379686865210533","0.5379686865210533"
"18800","0.5113268631696701","0.5113268631696701","0.5113268631696701"
"18900","0.5208440032601357","0.5208440032601357","0.5208440032601357"
"19000","0.532872319817543","0.532872319817543","0.532872319817543"
"19100","0.5096280336380005","0.5096280336380005","0.5096280336380005"
"19200","0.5166630673408509","0.5166630673408509","0.5166630673408509"
"19300","0.5079878258705139","0.5079878258705139","0.5079878258705139"
"19400","0.4925237223505974","0.4925237223505974","0.4925237223505974"
"19500","0.5333300077915192","0.5333300077915192","0.5333300077915192"
"19600","0.5134160184860229","0.5134160184860229","0.5134160184860229"
"19700","0.5109941658377647","0.5109941658377647","0.5109941658377647"
"19800","0.5166206043958664","0.5166206043958664","0.5166206043958664"
"19900","0.5034920778870583","0.5034920778870583","0.5034920778870583"
"20000","0.5092751678824424","0.5092751678824424","0.5092751678824424"
"20100","0.4961520072817802","0.4961520072817802","0.4961520072817802"
"20200","0.5098875722289086","0.5098875722289086","0.5098875722289086"
"20300","0.5026218336820603","0.5026218336820603","0.5026218336820603"
"20400","0.517937171459198","0.517937171459198","0.517937171459198"
"20500","0.5002568817138672","0.5002568817138672","0.5002568817138672"
"20600","0.495245920419693","0.495245920419693","0.495245920419693"
"20700","0.498609559237957","0.498609559237957","0.498609559237957"
"20800","0.5105501684546471","0.5105501684546471","0.5105501684546471"
"20900","0.5005869692564011","0.5005869692564011","0.5005869692564011"
"21000","0.505624834895134","0.505624834895134","0.505624834895134"
"21100","0.4898691776394844","0.4898691776394844","0.4898691776394844"
"21200","0.5024660021066666","0.5024660021066666","0.5024660021066666"
"21300","0.5065947631001473","0.5065947631001473","0.5065947631001473"
"21400","0.4856095391511917","0.4856095391511917","0.4856095391511917"
"21500","0.48495056182146073","0.48495056182146073","0.48495056182146073"
"21600","0.478020586669445","0.478020586669445","0.478020586669445"
"21700","0.4908359614014626","0.4908359614014626","0.4908359614014626"
"21800","0.4779749655723572","0.4779749655723572","0.4779749655723572"
"21900","0.49553086280822756","0.49553086280822756","0.49553086280822756"
"22000","0.48626807242631914","0.48626807242631914","0.48626807242631914"
"22100","0.4918991640210152","0.4918991640210152","0.4918991640210152"
"22200","0.4776197296380997","0.4776197296380997","0.4776197296380997"
"22300","0.4802428138256073","0.4802428138256073","0.4802428138256073"
"22400","0.47916352361440656","0.47916352361440656","0.47916352361440656"
"22500","0.4827813187241554","0.4827813187241554","0.4827813187241554"
"22600","0.47959967970848083","0.47959967970848083","0.47959967970848083"
"22700","0.49054842680692673","0.49054842680692673","0.49054842680692673"
"22800","0.4731883701682091","0.4731883701682091","0.4731883701682091"
"22900","0.47593998461961745","0.47593998461961745","0.47593998461961745"
"23000","0.4860535421967506","0.4860535421967506","0.4860535421967506"
"23100","0.4810321205854416","0.4810321205854416","0.4810321205854416"
"23200","0.4691172182559967","0.4691172182559967","0.4691172182559967"
"23300","0.47984090030193327","0.47984090030193327","0.47984090030193327"
"23400","0.47540868788957596","0.47540868788957596","0.47540868788957596"
"23500","0.47392396211624144","0.47392396211624144","0.47392396211624144"
"23600","0.47318132877349856","0.47318132877349856","0.47318132877349856"
"23700","0.49142313688993455","0.49142313688993455","0.49142313688993455"
"23800","0.4744756692647934","0.4744756692647934","0.4744756692647934"
"23900","0.4593830579519272","0.4593830579519272","0.4593830579519272"
"24000","0.46065794229507445","0.46065794229507445","0.46065794229507445"
"24100","0.4730051252245903","0.4730051252245903","0.4730051252245903"
"24200","0.4713153812289238","0.4713153812289238","0.4713153812289238"
"24300","0.45560481518507","0.45560481518507","0.45560481518507"
"24400","0.4600906133651733","0.4600906133651733","0.4600906133651733"
"24500","0.4682928192615509","0.4682928192615509","0.4682928192615509"
"24600","0.46211514323949815","0.46211514323949815","0.46211514323949815"
"24700","0.4498030677437782","0.4498030677437782","0.4498030677437782"
"24800","0.4625083297491074","0.4625083297491074","0.4625083297491074"
"24900","0.45798474818468093","0.45798474818468093","0.45798474818468093"
"25000","0.45210852205753327","0.45210852205753327","0.45210852205753327"
"25100","0.47588845282793046","0.47588845282793046","0.47588845282793046"
"25200","0.4602315339446068","0.4602315339446068","0.4602315339446068"
"25300","0.44114142388105393","0.44114142388105393","0.44114142388105393"
"25400","0.45024104714393615","0.45024104714393615","0.45024104714393615"
"25500","0.44576863169670106","0.44576863169670106","0.44576863169670106"
"25600","0.45253084003925326","0.45253084003925326","0.45253084003925326"
"25700","0.46309209764003756","0.46309209764003756","0.46309209764003756"
"25800","0.45250703155994415","0.45250703155994415","0.45250703155994415"
"25900","0.44128196328878405","0.44128196328878405","0.44128196328878405"
"26000","0.44887942194938657","0.44887942194938657","0.44887942194938657"
"26100","0.45584515273571014","0.45584515273571014","0.45584515273571014"
"26200","0.4497078815102577","0.4497078815102577","0.4497078815102577"
"26300","0.444052055478096","0.444052055478096","0.444052055478096"
"26400","0.4495212456583977","0.4495212456583977","0.4495212456583977"
"26500","0.44180005878210066","0.44180005878210066","0.44180005878210066"
"26600","0.44875899225473403","0.44875899225473403","0.44875899225473403"
"26700","0.4399606651067734","0.4399606651067734","0.4399606651067734"
"26800","0.45450339078903196","0.45450339078903196","0.45450339078903196"
"26900","0.43193295240402224","0.43193295240402224","0.43193295240402224"
"27000","0.44490527898073196","0.44490527898073196","0.44490527898073196"
"27100","0.4510158187150955","0.4510158187150955","0.4510158187150955"
"27200","0.4364358919858933","0.4364358919858933","0.4364358919858933"
"27300","0.4359330087900162","0.4359330087900162","0.4359330087900162"
"27400","0.4379943883419037","0.4379943883419037","0.4379943883419037"
"27500","0.4384091544151306","0.4384091544151306","0.4384091544151306"
"27600","0.44456728965044023","0.44456728965044023","0.44456728965044023"
"27700","0.4361353415250778","0.4361353415250778","0.4361353415250778"
"27800","0.43681228429079055","0.43681228429079055","0.43681228429079055"
"27900","0.43546306192874906","0.43546306192874906","0.43546306192874906"
"28000","0.4329691028594971","0.4329691028594971","0.4329691028594971"
"28100","0.4291844663023949","0.4291844663023949","0.4291844663023949"
"28200","0.43377633273601535","0.43377633273601535","0.43377633273601535"
"28300","0.41715066105127335","0.41715066105127335","0.41715066105127335"
"28400","0.4331367990374565","0.4331367990374565","0.4331367990374565"
"28500","0.44358752757310865","0.44358752757310865","0.44358752757310865"
"28600","0.43097184181213377","0.43097184181213377","0.43097184181213377"
"28700","0.4248651605844498","0.4248651605844498","0.4248651605844498"
"28800","0.4327849632501602","0.4327849632501602","0.4327849632501602"
"28900","0.4326970461010933","0.4326970461010933","0.4326970461010933"
"29000","0.4130019477009773","0.4130019477009773","0.4130019477009773"
"29100","0.4350790464878082","0.4350790464878082","0.4350790464878082"
"29200","0.4113116744160652","0.4113116744160652","0.4113116744160652"
"29300","0.4387297174334526","0.4387297174334526","0.4387297174334526"
"29400","0.4147848272323608","0.4147848272323608","0.4147848272323608"
"29500","0.4350821480154991","0.4350821480154991","0.4350821480154991"
"29600","0.44023521184921266","0.44023521184921266","0.44023521184921266"
"29700","0.43294753313064577","0.43294753313064577","0.43294753313064577"
"29800","0.4133321836590767","0.4133321836590767","0.4133321836590767"
"29900","0.411463742852211","0.411463742852211","0.411463742852211"
"30000","0.42648098737001416","0.42648098737001416","0.42648098737001416"
"30100","0.405416271686554","0.405416271686554","0.405416271686554"
"30200","0.41941317558288577","0.41941317558288577","0.41941317558288577"
"30300","0.4104588931798935","0.4104588931798935","0.4104588931798935"
"30400","0.4180348086357117","0.4180348086357117","0.4180348086357117"
"30500","0.42070038318634034","0.42070038318634034","0.42070038318634034"
"30600","0.41134487062692643","0.41134487062692643","0.41134487062692643"
"30700","0.4130215299129486","0.4130215299129486","0.4130215299129486"
"30800","0.41646950304508207","0.41646950304508207","0.41646950304508207"
"30900","0.42611363261938096","0.42611363261938096","0.42611363261938096"
"31000","0.4127610263228416","0.4127610263228416","0.4127610263228416"
"31100","0.4071672582626343","0.4071672582626343","0.4071672582626343"
"31200","0.4036293429136276","0.4036293429136276","0.4036293429136276"
"31300","0.4081367751955986","0.4081367751955986","0.4081367751955986"
"31400","0.40458890199661257","0.40458890199661257","0.40458890199661257"
"31500","0.40566758304834366","0.40566758304834366","0.40566758304834366"
"31600","0.40677844285964965","0.40677844285964965","0.40677844285964965"
"31700","0.4071913343667984","0.4071913343667984","0.4071913343667984"
"31800","0.414106727540493","0.414106727540493","0.414106727540493"
"31900","0.4032794767618179","0.4032794767618179","0.4032794767618179"
"32000","0.4194511753320694","0.4194511753320694","0.4194511753320694"
"32100","0.4101866337656975","0.4101866337656975","0.4101866337656975"
"32200","0.4060949856042862","0.4060949856042862","0.4060949856042862"
"32300","0.41580489426851275","0.41580489426851275","0.41580489426851275"
"32400","0.40068247467279433","0.40068247467279433","0.40068247467279433"
"32500","0.4114890655875206","0.4114890655875206","0.4114890655875206"
"32600","0.3936031650006771","0.3936031650006771","0.3936031650006771"
"32700","0.40592275708913805","0.40592275708913805","0.40592275708913805"
"32800","0.4127929770946503","0.4127929770946503","0.4127929770946503"
"32900","0.4103666892647743","0.4103666892647743","0.4103666892647743"
"33000","0.3895600840449333","0.3895600840449333","0.3895600840449333"
"33100","0.41340356081724167","0.41340356081724167","0.41340356081724167"
"33200","0.39275916665792465","0.39275916665792465","0.39275916665792465"
"33300","0.406013001203537","0.406013001203537","0.406013001203537"
"33400","0.3970149323344231","0.3970149323344231","0.3970149323344231"
"33500","0.3888140439987183","0.3888140439987183","0.3888140439987183"
"33600","0.4012437444925308","0.4012437444925308","0.4012437444925308"
"33700","0.39756173551082613","0.39756173551082613","0.39756173551082613"
"33800","0.4006136181950569","0.4006136181950569","0.4006136181950569"
"33900","0.36858672529459","0.36858672529459","0.36858672529459"
"34000","0.39873082637786866","0.39873082637786866","0.39873082637786866"
"34100","0.4088905879855156","0.4088905879855156","0.4088905879855156"
"34200","0.3988213083148003","0.3988213083148003","0.3988213083148003"
"34300","0.3895900000631809","0.3895900000631809","0.3895900000631809"
"34400","0.3920722669363022","0.3920722669363022","0.3920722669363022"
"34500","0.38758783012628556","0.38758783012628556","0.38758783012628556"
"34600","0.40131705820560454","0.40131705820560454","0.40131705820560454"
"34700","0.3923245021700859","0.3923245021700859","0.3923245021700859"
"34800","0.3812579169869423","0.3812579169869423","0.3812579169869423"
"34900","0.3819276440143585","0.3819276440143585","0.3819276440143585"
"35000","0.39227460354566573","0.39227460354566573","0.39227460354566573"
"35100","0.39414274513721465","0.39414274513721465","0.39414274513721465"
"35200","0.39140918999910357","0.39140918999910357","0.39140918999910357"
"35300","0.4024557504057884","0.4024557504057884","0.4024557504057884"
"35400","0.38031535238027575","0.38031535238027575","0.38031535238027575"
"35500","0.38653557628393176","0.38653557628393176","0.38653557628393176"
"35600","0.3881972739100456","0.3881972739100456","0.3881972739100456"
"35700","0.382283142209053","0.382283142209053","0.382283142209053"
"35800","0.383924817442894","0.383924817442894","0.383924817442894"
"35900","0.3778614303469658","0.3778614303469658","0.3778614303469658"
"36000","0.3949864536523819","0.3949864536523819","0.3949864536523819"
"36100","0.3845515125989914","0.3845515125989914","0.3845515125989914"
"36200","0.38262943267822264","0.38262943267822264","0.38262943267822264"
"36300","0.3880418199300766","0.3880418199300766","0.3880418199300766"
"36400","0.4004195812344551","0.4004195812344551","0.4004195812344551"
"36500","0.3803021889925003","0.3803021889925003","0.3803021889925003"
"36600","0.3767298060655594","0.3767298060655594","0.3767298060655594"
"36700","0.3931678277254105","0.3931678277254105","0.3931678277254105"
"36800","0.37465993911027906","0.37465993911027906","0.37465993911027906"
"36900","0.37394359648227693","0.37394359648227693","0.37394359648227693"
"37000","0.37303003937005996","0.37303003937005996","0.37303003937005996"
"37100","0.36498226344585416","0.36498226344585416","0.36498226344585416"
"37200","0.39181176424026487","0.39181176424026487","0.39181176424026487"
"37300","0.38022062331438067","0.38022062331438067","0.38022062331438067"
"37400","0.3719469323754311","0.3719469323754311","0.3719469323754311"
"37500","0.3822727471590042","0.3822727471590042","0.3822727471590042"
"37600","0.37166449055075645","0.37166449055075645","0.37166449055075645"
"37700","0.3636020977795124","0.3636020977795124","0.3636020977795124"
"37800","0.37693568378686904","0.37693568378686904","0.37693568378686904"
"37900","0.36528549388051035","0.36528549388051035","0.36528549388051035"
"38000","0.379782228320837","0.379782228320837","0.379782228320837"
"38100","0.3668044486641884","0.3668044486641884","0.3668044486641884"
"38200","0.36973424434661867","0.36973424434661867","0.36973424434661867"
"38300","0.3801902660727501","0.3801902660727501","0.3801902660727501"
"38400","0.3633941611647606","0.3633941611647606","0.3633941611647606"
"38500","0.39226455241441727","0.39226455241441727","0.39226455241441727"
"38600","0.3682309608161449","0.3682309608161449","0.3682309608161449"
"38700","0.3666893520951271","0.3666893520951271","0.3666893520951271"
"38800","0.382108563631773","0.382108563631773","0.382108563631773"
"38900","0.36678394943475723","0.36678394943475723","0.36678394943475723"
"39000","0.36227209120988846","0.36227209120988846","0.36227209120988846"
"39100","0.36082086160779","0.36082086160779","0.36082086160779"
"39200","0.3688733075559139","0.3688733075559139","0.3688733075559139"
"39300","0.38733829170465467","0.38733829170465467","0.38733829170465467"
"39400","0.3671488273143768","0.3671488273143768","0.3671488273143768"
"39500","0.36579487890005113","0.36579487890005113","0.36579487890005113"
"39600","0.3525290535390377","0.3525290535390377","0.3525290535390377"
"39700","0.37613808453083036","0.37613808453083036","0.37613808453083036"
"39800","0.35813711673021315","0.35813711673021315","0.35813711673021315"
"39900","0.3644789183139801","0.3644789183139801","0.3644789183139801"
"40000","0.3634414529800415","0.3634414529800415","0.3634414529800415"
"40100","0.36437676548957826","0.36437676548957826","0.36437676548957826"
"40200","0.360072251111269","0.360072251111269","0.360072251111269"
"40300","0.35870174676179883","0.35870174676179883","0.35870174676179883"
"40400","0.3726596993207931","0.3726596993207931","0.3726596993207931"
"40500","0.35039752811193464","0.35039752811193464","0.35039752811193464"
"40600","0.3713527685403824","0.3713527685403824","0.3713527685403824"
"40700","0.35497289687395095","0.35497289687395095","0.35497289687395095"
"40800","0.3684655186533928","0.3684655186533928","0.3684655186533928"
"40900","0.35287013456225397","0.35287013456225397","0.35287013456225397"
"41000","0.3636850216984749","0.3636850216984749","0.3636850216984749"
"41100","0.34984872564673425","0.34984872564673425","0.34984872564673425"
"41200","0.3723534265160561","0.3723534265160561","0.3723534265160561"
"41300","0.3552894240617752","0.3552894240617752","0.3552894240617752"
"41400","0.35964256286621094","0.35964256286621094","0.35964256286621094"
"41500","0.36332523703575137","0.36332523703575137","0.36332523703575137"
"41600","0.3616738912463188","0.3616738912463188","0.3616738912463188"
"41700","0.36072572335600855","0.36072572335600855","0.36072572335600855"
"41800","0.3520351941883564","0.3520351941883564","0.3520351941883564"
"41900","0.3551082906126976","0.3551082906126976","0.3551082906126976"
"42000","0.36060005515813826","0.36060005515813826","0.36060005515813826"
"42100","0.3540166349709034","0.3540166349709034","0.3540166349709034"
"42200","0.35090755343437197","0.35090755343437197","0.35090755343437197"
"42300","0.3614648361504078","0.3614648361504078","0.3614648361504078"
"42400","0.3515325972437859","0.3515325972437859","0.3515325972437859"
"42500","0.358021429926157","0.358021429926157","0.358021429926157"
"42600","0.3564434076845646","0.3564434076845646","0.3564434076845646"
"42700","0.3507236105203628","0.3507236105203628","0.3507236105203628"
"42800","0.35383578777313235","0.35383578777313235","0.35383578777313235"
"42900","0.34220029339194297","0.34220029339194297","0.34220029339194297"
"43000","0.3537661239504814","0.3537661239504814","0.3537661239504814"
"43100","0.35684521302580835","0.35684521302580835","0.35684521302580835"
"43200","0.3320838689804077","0.3320838689804077","0.3320838689804077"
"43300","0.3499479730427265","0.3499479730427265","0.3499479730427265"
"43400","0.34581767782568934","0.34581767782568934","0.34581767782568934"
"43500","0.3492080768942833","0.3492080768942833","0.3492080768942833"
"43600","0.35461922526359557","0.35461922526359557","0.35461922526359557"
"43700","0.34102749317884445","0.34102749317884445","0.34102749317884445"
"43800","0.35801022842526437","0.35801022842526437","0.35801022842526437"
"43900","0.34451415479183195","0.34451415479183195","0.34451415479183195"
"44000","0.35860375568270686","0.35860375568270686","0.35860375568270686"
"44100","0.33696634873747827","0.33696634873747827","0.33696634873747827"
