"Step","cheetah_baseline_bgs_1 - Baseline Loss","cheetah_baseline_bgs_1 - Baseline Loss__MIN","cheetah_baseline_bgs_1 - Baseline Loss__MAX","cheetah_baseline_lr_001 - Baseline Loss","cheetah_baseline_lr_001 - Baseline Loss__MIN","cheetah_baseline_lr_001 - Baseline Loss__MAX","cheetah_baseline - Baseline Loss","cheetah_baseline - Baseline Loss__MIN","cheetah_baseline - Baseline Loss__MAX"
"11","165.48655700683594","165.48655700683594","165.48655700683594","197.4602783203125","197.4602783203125","197.4602783203125","29.96593322753906","29.96593322753906","29.96593322753906"
"12","170.5485382080078","170.5485382080078","170.5485382080078","182.49231872558593","182.49231872558593","182.49231872558593","46.882789611816406","46.882789611816406","46.882789611816406"
"13","154.21263122558594","154.21263122558594","154.21263122558594","104.45322875976562","104.45322875976562","104.45322875976562","32.42388000488281","32.42388000488281","32.42388000488281"
"14","155.9647979736328","155.9647979736328","155.9647979736328","113.44004821777344","113.44004821777344","113.44004821777344","30.02720489501953","30.02720489501953","30.02720489501953"
"15","81.94609832763672","81.94609832763672","81.94609832763672","81.50986938476562","81.50986938476562","81.50986938476562","28.661042785644533","28.661042785644533","28.661042785644533"
"16","81.57669067382812","81.57669067382812","81.57669067382812","65.85360412597656","65.85360412597656","65.85360412597656","51.89634780883789","51.89634780883789","51.89634780883789"
"17","59.171630859375","59.171630859375","59.171630859375","72.37754669189454","72.37754669189454","72.37754669189454","29.20061264038086","29.20061264038086","29.20061264038086"
"18","55.74232482910156","55.74232482910156","55.74232482910156","53.22622299194336","53.22622299194336","53.22622299194336","29.600765228271484","29.600765228271484","29.600765228271484"
"19","56.88885498046875","56.88885498046875","56.88885498046875","44.83392333984375","44.83392333984375","44.83392333984375","21.302632522583007","21.302632522583007","21.302632522583007"
"20","134.36505126953125","134.36505126953125","134.36505126953125","43.512620544433595","43.512620544433595","43.512620544433595","16.149815368652344","16.149815368652344","16.149815368652344"
"21","32.893272399902344","32.893272399902344","32.893272399902344","32.70915756225586","32.70915756225586","32.70915756225586","23.190311431884766","23.190311431884766","23.190311431884766"
"22","31.328962326049805","31.328962326049805","31.328962326049805","60.99237594604492","60.99237594604492","60.99237594604492","25.765250396728515","25.765250396728515","25.765250396728515"
"23","67.89795684814453","67.89795684814453","67.89795684814453","46.45304794311524","46.45304794311524","46.45304794311524","28.175552368164062","28.175552368164062","28.175552368164062"
"24","53.50550079345703","53.50550079345703","53.50550079345703","42.465753173828126","42.465753173828126","42.465753173828126","19.542129135131837","19.542129135131837","19.542129135131837"
"25","48.08766174316406","48.08766174316406","48.08766174316406","37.97209854125977","37.97209854125977","37.97209854125977","17.462574768066407","17.462574768066407","17.462574768066407"
"26","58.70326232910156","58.70326232910156","58.70326232910156","19.399173736572266","19.399173736572266","19.399173736572266","21.80194664001465","21.80194664001465","21.80194664001465"
"27","56.86740493774414","56.86740493774414","56.86740493774414","27.936781311035155","27.936781311035155","27.936781311035155","12.997101593017579","12.997101593017579","12.997101593017579"
"28","60.048213958740234","60.048213958740234","60.048213958740234","19.527345657348633","19.527345657348633","19.527345657348633","21.714177703857423","21.714177703857423","21.714177703857423"
"29","65.26118469238281","65.26118469238281","65.26118469238281","41.24293670654297","41.24293670654297","41.24293670654297","19.691207122802734","19.691207122802734","19.691207122802734"
"30","61.84376907348633","61.84376907348633","61.84376907348633","20.32529983520508","20.32529983520508","20.32529983520508","16.29671630859375","16.29671630859375","16.29671630859375"
"31","68.22892761230469","68.22892761230469","68.22892761230469","27.849658584594728","27.849658584594728","27.849658584594728","17.381282806396484","17.381282806396484","17.381282806396484"
"32","66.20934295654297","66.20934295654297","66.20934295654297","28.075779342651366","28.075779342651366","28.075779342651366","23.275830841064455","23.275830841064455","23.275830841064455"
"33","63.30466842651367","63.30466842651367","63.30466842651367","21.334398651123045","21.334398651123045","21.334398651123045","23.733510971069336","23.733510971069336","23.733510971069336"
"34","54.842525482177734","54.842525482177734","54.842525482177734","21.91547966003418","21.91547966003418","21.91547966003418","19.402721786499022","19.402721786499022","19.402721786499022"
"35","137.3731231689453","137.3731231689453","137.3731231689453","24.905500411987305","24.905500411987305","24.905500411987305","26.004681396484376","26.004681396484376","26.004681396484376"
"36","48.033782958984375","48.033782958984375","48.033782958984375","31.248766708374024","31.248766708374024","31.248766708374024","19.197631072998046","19.197631072998046","19.197631072998046"
"37","51.49249267578125","51.49249267578125","51.49249267578125","17.809749603271484","17.809749603271484","17.809749603271484","18.001963806152343","18.001963806152343","18.001963806152343"
"38","44.69744873046875","44.69744873046875","44.69744873046875","20.698805236816405","20.698805236816405","20.698805236816405","21.908250427246095","21.908250427246095","21.908250427246095"
"39","38.98768615722656","38.98768615722656","38.98768615722656","24.057899475097656","24.057899475097656","24.057899475097656","18.752128982543944","18.752128982543944","18.752128982543944"
"40","30.233728408813477","30.233728408813477","30.233728408813477","19.530802154541014","19.530802154541014","19.530802154541014","20.313597106933592","20.313597106933592","20.313597106933592"
"41","35.557395935058594","35.557395935058594","35.557395935058594","17.891397094726564","17.891397094726564","17.891397094726564","23.188322830200196","23.188322830200196","23.188322830200196"
"42","32.83684539794922","32.83684539794922","32.83684539794922","20.57201385498047","20.57201385498047","20.57201385498047","14.752987670898438","14.752987670898438","14.752987670898438"
"43","31.31636619567871","31.31636619567871","31.31636619567871","21.41798667907715","21.41798667907715","21.41798667907715","21.005939102172853","21.005939102172853","21.005939102172853"
"44","94.973876953125","94.973876953125","94.973876953125","15.726387023925781","15.726387023925781","15.726387023925781","15.748972511291504","15.748972511291504","15.748972511291504"
"45","29.29863166809082","29.29863166809082","29.29863166809082","25.072263336181642","25.072263336181642","25.072263336181642","17.72960433959961","17.72960433959961","17.72960433959961"
"46","32.21172332763672","32.21172332763672","32.21172332763672","21.41462173461914","21.41462173461914","21.41462173461914","25.761521530151366","25.761521530151366","25.761521530151366"
"47","30.391624450683594","30.391624450683594","30.391624450683594","20.6531681060791","20.6531681060791","20.6531681060791","20.676441955566407","20.676441955566407","20.676441955566407"
"48","21.291200637817383","21.291200637817383","21.291200637817383","22.009776306152343","22.009776306152343","22.009776306152343","16.0629940032959","16.0629940032959","16.0629940032959"
"49","30.9896183013916","30.9896183013916","30.9896183013916","21.59951171875","21.59951171875","21.59951171875","24.767977142333983","24.767977142333983","24.767977142333983"
"50","25.5715274810791","25.5715274810791","25.5715274810791","20.651598739624024","20.651598739624024","20.651598739624024","36.133174896240234","36.133174896240234","36.133174896240234"
"51","20.909503936767578","20.909503936767578","20.909503936767578","20.873001861572266","20.873001861572266","20.873001861572266","26.658755493164062","26.658755493164062","26.658755493164062"
"52","20.329622268676758","20.329622268676758","20.329622268676758","24.360342025756836","24.360342025756836","24.360342025756836","31.415470123291016","31.415470123291016","31.415470123291016"
"53","21.732568740844727","21.732568740844727","21.732568740844727","17.715787887573242","17.715787887573242","17.715787887573242","18.306766510009766","18.306766510009766","18.306766510009766"
"54","18.597606658935547","18.597606658935547","18.597606658935547","23.530638885498046","23.530638885498046","23.530638885498046","46.38871841430664","46.38871841430664","46.38871841430664"
"55","29.191146850585938","29.191146850585938","29.191146850585938","32.2269645690918","32.2269645690918","32.2269645690918","27.854025268554686","27.854025268554686","27.854025268554686"
"56","21.12742805480957","21.12742805480957","21.12742805480957","26.425016403198242","26.425016403198242","26.425016403198242","27.07122917175293","27.07122917175293","27.07122917175293"
"57","55.41581344604492","55.41581344604492","55.41581344604492","33.142521667480466","33.142521667480466","33.142521667480466","26.546943283081056","26.546943283081056","26.546943283081056"
"58","42.71794509887695","42.71794509887695","42.71794509887695","38.11667175292969","38.11667175292969","38.11667175292969","28.517363357543946","28.517363357543946","28.517363357543946"
"59","45.67373275756836","45.67373275756836","45.67373275756836","60.73133239746094","60.73133239746094","60.73133239746094","39.95570678710938","39.95570678710938","39.95570678710938"
"60","53.03497314453125","53.03497314453125","53.03497314453125","32.55679931640625","32.55679931640625","32.55679931640625","37.815182495117185","37.815182495117185","37.815182495117185"
"61","32.44364929199219","32.44364929199219","32.44364929199219","22.468985748291015","22.468985748291015","22.468985748291015","21.70085678100586","21.70085678100586","21.70085678100586"
"62","32.9271354675293","32.9271354675293","32.9271354675293","40.492924499511716","40.492924499511716","40.492924499511716","25.633409881591795","25.633409881591795","25.633409881591795"
"63","27.326902389526367","27.326902389526367","27.326902389526367","27.31977653503418","27.31977653503418","27.31977653503418","27.02445411682129","27.02445411682129","27.02445411682129"
"64","27.20488739013672","27.20488739013672","27.20488739013672","37.8952133178711","37.8952133178711","37.8952133178711","22.63602066040039","22.63602066040039","22.63602066040039"
"65","29.064199447631836","29.064199447631836","29.064199447631836","35.828067016601565","35.828067016601565","35.828067016601565","24.057593536376952","24.057593536376952","24.057593536376952"
"66","31.84716796875","31.84716796875","31.84716796875","28.52076644897461","28.52076644897461","28.52076644897461","33.09247741699219","33.09247741699219","33.09247741699219"
"67","19.88141632080078","19.88141632080078","19.88141632080078","22.325839233398437","22.325839233398437","22.325839233398437","25.488274383544923","25.488274383544923","25.488274383544923"
"68","21.048891067504883","21.048891067504883","21.048891067504883","28.397549057006835","28.397549057006835","28.397549057006835","18.400351333618165","18.400351333618165","18.400351333618165"
"69","21.27252769470215","21.27252769470215","21.27252769470215","24.125503158569337","24.125503158569337","24.125503158569337","17.342012405395508","17.342012405395508","17.342012405395508"
"70","29.164262771606445","29.164262771606445","29.164262771606445","35.20682983398437","35.20682983398437","35.20682983398437","24.96149024963379","24.96149024963379","24.96149024963379"
"71","18.771827697753906","18.771827697753906","18.771827697753906","29.968512725830077","29.968512725830077","29.968512725830077","16.570080184936522","16.570080184936522","16.570080184936522"
"72","29.383153915405273","29.383153915405273","29.383153915405273","33.636478424072266","33.636478424072266","33.636478424072266","21.853642654418945","21.853642654418945","21.853642654418945"
"73","48.719032287597656","48.719032287597656","48.719032287597656","29.388925552368164","29.388925552368164","29.388925552368164","22.493185806274415","22.493185806274415","22.493185806274415"
"74","24.24620819091797","24.24620819091797","24.24620819091797","38.469644927978514","38.469644927978514","38.469644927978514","20.026967239379882","20.026967239379882","20.026967239379882"
"75","41.860904693603516","41.860904693603516","41.860904693603516","34.04594268798828","34.04594268798828","34.04594268798828","28.028569793701173","28.028569793701173","28.028569793701173"
"76","18.441984176635742","18.441984176635742","18.441984176635742","35.330735778808595","35.330735778808595","35.330735778808595","28.319992065429688","28.319992065429688","28.319992065429688"
"77","35.00701141357422","35.00701141357422","35.00701141357422","29.88410339355469","29.88410339355469","29.88410339355469","26.36633186340332","26.36633186340332","26.36633186340332"
"78","56.959075927734375","56.959075927734375","56.959075927734375","53.02427444458008","53.02427444458008","53.02427444458008","19.44321975708008","19.44321975708008","19.44321975708008"
"79","34.83234786987305","34.83234786987305","34.83234786987305","35.99127349853516","35.99127349853516","35.99127349853516","41.70143508911133","41.70143508911133","41.70143508911133"
"80","37.14642333984375","37.14642333984375","37.14642333984375","32.1693302154541","32.1693302154541","32.1693302154541","44.24942855834961","44.24942855834961","44.24942855834961"
"81","41.28559875488281","41.28559875488281","41.28559875488281","32.031145095825195","32.031145095825195","32.031145095825195","26.644341659545898","26.644341659545898","26.644341659545898"
"82","34.589481353759766","34.589481353759766","34.589481353759766","25.642640686035158","25.642640686035158","25.642640686035158","31.02857322692871","31.02857322692871","31.02857322692871"
"83","30.321399688720703","30.321399688720703","30.321399688720703","31.225115966796874","31.225115966796874","31.225115966796874","25.877376556396484","25.877376556396484","25.877376556396484"
"84","35.428592681884766","35.428592681884766","35.428592681884766","21.10527648925781","21.10527648925781","21.10527648925781","32.69309768676758","32.69309768676758","32.69309768676758"
"85","43.0858268737793","43.0858268737793","43.0858268737793","25.94166488647461","25.94166488647461","25.94166488647461","24.95578079223633","24.95578079223633","24.95578079223633"
"86","56.87733840942383","56.87733840942383","56.87733840942383","28.765848541259764","28.765848541259764","28.765848541259764","26.110527801513673","26.110527801513673","26.110527801513673"
"87","30.347858428955078","30.347858428955078","30.347858428955078","35.73502197265625","35.73502197265625","35.73502197265625","27.182473754882814","27.182473754882814","27.182473754882814"
"88","50.12835693359375","50.12835693359375","50.12835693359375","40.189431762695314","40.189431762695314","40.189431762695314","36.14218597412109","36.14218597412109","36.14218597412109"
"89","64.41561889648438","64.41561889648438","64.41561889648438","55.495819091796875","55.495819091796875","55.495819091796875","27.791676330566407","27.791676330566407","27.791676330566407"
"90","47.06784439086914","47.06784439086914","47.06784439086914","48.62760848999024","48.62760848999024","48.62760848999024","27.796697235107423","27.796697235107423","27.796697235107423"
"91","41.14531707763672","41.14531707763672","41.14531707763672","65.83274688720704","65.83274688720704","65.83274688720704","32.185154342651366","32.185154342651366","32.185154342651366"
"92","40.235958099365234","40.235958099365234","40.235958099365234","109.30189514160156","109.30189514160156","109.30189514160156","27.504802322387697","27.504802322387697","27.504802322387697"
"93","56.355743408203125","56.355743408203125","56.355743408203125","127.62554168701172","127.62554168701172","127.62554168701172","50.84628143310547","50.84628143310547","50.84628143310547"
"94","44.95985794067383","44.95985794067383","44.95985794067383","57.72173309326172","57.72173309326172","57.72173309326172","30.199752426147462","30.199752426147462","30.199752426147462"
"95","66.20458984375","66.20458984375","66.20458984375","71.40596618652344","71.40596618652344","71.40596618652344","49.67988052368164","49.67988052368164","49.67988052368164"
"96","56.548519134521484","56.548519134521484","56.548519134521484","71.92498168945312","71.92498168945312","71.92498168945312","41.83653945922852","41.83653945922852","41.83653945922852"
"97","67.80709075927734","67.80709075927734","67.80709075927734","100.85781707763672","100.85781707763672","100.85781707763672","27.42880172729492","27.42880172729492","27.42880172729492"
"98","69.27332305908203","69.27332305908203","69.27332305908203","103.44329223632812","103.44329223632812","103.44329223632812","21.98271598815918","21.98271598815918","21.98271598815918"
"99","54.61543273925781","54.61543273925781","54.61543273925781","65.86874084472656","65.86874084472656","65.86874084472656","43.88448791503906","43.88448791503906","43.88448791503906"
