"Step","diffusion - loss","diffusion - loss__MIN","diffusion - loss__MAX"
"6000","0.15159222722053528","0.15159222722053528","0.15159222722053528"
"6100","0.14893682464957236","0.14893682464957236","0.14893682464957236"
"6200","0.14981434658169746","0.14981434658169746","0.14981434658169746"
"6300","0.14836689382791518","0.14836689382791518","0.14836689382791518"
"6400","0.15152562603354455","0.15152562603354455","0.15152562603354455"
"6500","0.14833826646208764","0.14833826646208764","0.14833826646208764"
"6600","0.1459171022474766","0.1459171022474766","0.1459171022474766"
"6700","0.14622159212827682","0.14622159212827682","0.14622159212827682"
"6800","0.14986776292324067","0.14986776292324067","0.14986776292324067"
"6900","0.1480031409114599","0.1480031409114599","0.1480031409114599"
"7000","0.14677885480225086","0.14677885480225086","0.14677885480225086"
"7100","0.1457899098098278","0.1457899098098278","0.1457899098098278"
"7200","0.14421462647616864","0.14421462647616864","0.14421462647616864"
"7300","0.14251803159713744","0.14251803159713744","0.14251803159713744"
"7400","0.1459844397008419","0.1459844397008419","0.1459844397008419"
"7500","0.14444272115826606","0.14444272115826606","0.14444272115826606"
"7600","0.14503585144877434","0.14503585144877434","0.14503585144877434"
"7700","0.14449388653039932","0.14449388653039932","0.14449388653039932"
"7800","0.14257035590708256","0.14257035590708256","0.14257035590708256"
"7900","0.14390940204262734","0.14390940204262734","0.14390940204262734"
"8000","0.1443998234719038","0.1443998234719038","0.1443998234719038"
"8100","0.14423336036503315","0.14423336036503315","0.14423336036503315"
"8200","0.14431984640657902","0.14431984640657902","0.14431984640657902"
"8300","0.1418578314781189","0.1418578314781189","0.1418578314781189"
"8400","0.13949266016483308","0.13949266016483308","0.13949266016483308"
"8500","0.14063661031424998","0.14063661031424998","0.14063661031424998"
"8600","0.13987590350210666","0.13987590350210666","0.13987590350210666"
"8700","0.13983734592795372","0.13983734592795372","0.13983734592795372"
"8800","0.1402349542826414","0.1402349542826414","0.1402349542826414"
"8900","0.1394109133630991","0.1394109133630991","0.1394109133630991"
"9000","0.13842207066714762","0.13842207066714762","0.13842207066714762"
"9100","0.14057272613048555","0.14057272613048555","0.14057272613048555"
"9200","0.13835786424577237","0.13835786424577237","0.13835786424577237"
"9300","0.13633209638297558","0.13633209638297558","0.13633209638297558"
"9400","0.13695080682635308","0.13695080682635308","0.13695080682635308"
"9500","0.14154925428330897","0.14154925428330897","0.14154925428330897"
"9600","0.14011405996978282","0.14011405996978282","0.14011405996978282"
"9700","0.13726520754396915","0.13726520754396915","0.13726520754396915"
"9800","0.13793906889855861","0.13793906889855861","0.13793906889855861"
"9900","0.13550784289836884","0.13550784289836884","0.13550784289836884"
"10000","0.134368784353137","0.134368784353137","0.134368784353137"
"10100","0.13388311825692653","0.13388311825692653","0.13388311825692653"
"10200","0.13694522090256214","0.13694522090256214","0.13694522090256214"
"10300","0.1352828449010849","0.1352828449010849","0.1352828449010849"
"10400","0.1367988709360361","0.1367988709360361","0.1367988709360361"
"10500","0.135338771417737","0.135338771417737","0.135338771417737"
"10600","0.13415926232933997","0.13415926232933997","0.13415926232933997"
"10700","0.135333019644022","0.135333019644022","0.135333019644022"
"10800","0.13341208420693873","0.13341208420693873","0.13341208420693873"
"10900","0.1349093896895647","0.1349093896895647","0.1349093896895647"
"11000","0.13414786025881767","0.13414786025881767","0.13414786025881767"
"11100","0.1348498735576868","0.1348498735576868","0.1348498735576868"
"11200","0.133583030924201","0.133583030924201","0.133583030924201"
"11300","0.13071776680648328","0.13071776680648328","0.13071776680648328"
"11400","0.12852453745901585","0.12852453745901585","0.12852453745901585"
"11500","0.13243844740092756","0.13243844740092756","0.13243844740092756"
"11600","0.13315172150731086","0.13315172150731086","0.13315172150731086"
"11700","0.13103663101792334","0.13103663101792334","0.13103663101792334"
"11800","0.13190987758338452","0.13190987758338452","0.13190987758338452"
"11900","0.13207811385393142","0.13207811385393142","0.13207811385393142"
"12000","0.13005679406225681","0.13005679406225681","0.13005679406225681"
"12100","0.13329786621034145","0.13329786621034145","0.13329786621034145"
"12200","0.12956311985850333","0.12956311985850333","0.12956311985850333"
"12300","0.1320525085180998","0.1320525085180998","0.1320525085180998"
"12400","0.1300767420232296","0.1300767420232296","0.1300767420232296"
"12500","0.12929364696145057","0.12929364696145057","0.12929364696145057"
"12600","0.13081201538443565","0.13081201538443565","0.13081201538443565"
"12700","0.13036389701068402","0.13036389701068402","0.13036389701068402"
"12800","0.12867721706628799","0.12867721706628799","0.12867721706628799"
"12900","0.12787601187825204","0.12787601187825204","0.12787601187825204"
"13000","0.1280961762368679","0.1280961762368679","0.1280961762368679"
"13100","0.12831369310617446","0.12831369310617446","0.12831369310617446"
"13200","0.12838489271700382","0.12838489271700382","0.12838489271700382"
"13300","0.12743779845535755","0.12743779845535755","0.12743779845535755"
"13400","0.1265894851833582","0.1265894851833582","0.1265894851833582"
"13500","0.12571925416588783","0.12571925416588783","0.12571925416588783"
"13600","0.12771213799715042","0.12771213799715042","0.12771213799715042"
"13700","0.12802716590464114","0.12802716590464114","0.12802716590464114"
"13800","0.12685997948050498","0.12685997948050498","0.12685997948050498"
"13900","0.12712212517857552","0.12712212517857552","0.12712212517857552"
"14000","0.1259004707634449","0.1259004707634449","0.1259004707634449"
"14100","0.1289753283560276","0.1289753283560276","0.1289753283560276"
"14200","0.12596007280051708","0.12596007280051708","0.12596007280051708"
"14300","0.12899893879890442","0.12899893879890442","0.12899893879890442"
"14400","0.1250052535533905","0.1250052535533905","0.1250052535533905"
"14500","0.1274229468405247","0.1274229468405247","0.1274229468405247"
"14600","0.12522120341658594","0.12522120341658594","0.12522120341658594"
"14700","0.12663983568549156","0.12663983568549156","0.12663983568549156"
"14800","0.12476194687187672","0.12476194687187672","0.12476194687187672"
"14900","0.1256556098908186","0.1256556098908186","0.1256556098908186"
"15000","0.12614853478968144","0.12614853478968144","0.12614853478968144"
"15100","0.1268356128036976","0.1268356128036976","0.1268356128036976"
"15200","0.12737403132021427","0.12737403132021427","0.12737403132021427"
"15300","0.12153505124151706","0.12153505124151706","0.12153505124151706"
"15400","0.1241180032491684","0.1241180032491684","0.1241180032491684"
"15500","0.1256367602944374","0.1256367602944374","0.1256367602944374"
"15600","0.1232685673981905","0.1232685673981905","0.1232685673981905"
"15700","0.12571964025497437","0.12571964025497437","0.12571964025497437"
"15800","0.12525753132998943","0.12525753132998943","0.12525753132998943"
"15900","0.12440178021788598","0.12440178021788598","0.12440178021788598"
"16000","0.12368402808904648","0.12368402808904648","0.12368402808904648"
"16100","0.12380700401961803","0.12380700401961803","0.12380700401961803"
"16200","0.12350617483258247","0.12350617483258247","0.12350617483258247"
"16300","0.12167097613215447","0.12167097613215447","0.12167097613215447"
"16400","0.12318149738013745","0.12318149738013745","0.12318149738013745"
"16500","0.12367577232420444","0.12367577232420444","0.12367577232420444"
"16600","0.12487915404140949","0.12487915404140949","0.12487915404140949"
"16700","0.1242269814759493","0.1242269814759493","0.1242269814759493"
"16800","0.12611351236701013","0.12611351236701013","0.12611351236701013"
"16900","0.12555342197418212","0.12555342197418212","0.12555342197418212"
"17000","0.1221262588351965","0.1221262588351965","0.1221262588351965"
"17100","0.12103601343929768","0.12103601343929768","0.12103601343929768"
"17200","0.12100887984037399","0.12100887984037399","0.12100887984037399"
"17300","0.12374057434499264","0.12374057434499264","0.12374057434499264"
"17400","0.12231189377605915","0.12231189377605915","0.12231189377605915"
"17500","0.12487222656607627","0.12487222656607627","0.12487222656607627"
"17600","0.12323771551251411","0.12323771551251411","0.12323771551251411"
"17700","0.12114384427666663","0.12114384427666663","0.12114384427666663"
"17800","0.12259238414466381","0.12259238414466381","0.12259238414466381"
"17900","0.1201844022423029","0.1201844022423029","0.1201844022423029"
"18000","0.12382751800119877","0.12382751800119877","0.12382751800119877"
"18100","0.12202063843607902","0.12202063843607902","0.12202063843607902"
"18200","0.1193961300700903","0.1193961300700903","0.1193961300700903"
"18300","0.1232749219238758","0.1232749219238758","0.1232749219238758"
"18400","0.12150779992341995","0.12150779992341995","0.12150779992341995"
"18500","0.12341043516993523","0.12341043516993523","0.12341043516993523"
"18600","0.12231349140405655","0.12231349140405655","0.12231349140405655"
"18700","0.12156568244099616","0.12156568244099616","0.12156568244099616"
"18800","0.1205937647074461","0.1205937647074461","0.1205937647074461"
"18900","0.1208279351145029","0.1208279351145029","0.1208279351145029"
"19000","0.12317003466188908","0.12317003466188908","0.12317003466188908"
"19100","0.12405024148523808","0.12405024148523808","0.12405024148523808"
"19200","0.11982442259788513","0.11982442259788513","0.11982442259788513"
"19300","0.12035995729267597","0.12035995729267597","0.12035995729267597"
"19400","0.1194753561168909","0.1194753561168909","0.1194753561168909"
"19500","0.11871269516646862","0.11871269516646862","0.11871269516646862"
"19600","0.11969448752701282","0.11969448752701282","0.11969448752701282"
"19700","0.12042732425034046","0.12042732425034046","0.12042732425034046"
"19800","0.11814046919345855","0.11814046919345855","0.11814046919345855"
"19900","0.11829045057296753","0.11829045057296753","0.11829045057296753"
"20000","0.11998380243778228","0.11998380243778228","0.11998380243778228"
"20100","0.11704418905079365","0.11704418905079365","0.11704418905079365"
"20200","0.11685246869921684","0.11685246869921684","0.11685246869921684"
"20300","0.11907818354666233","0.11907818354666233","0.11907818354666233"
"20400","0.12189996309578419","0.12189996309578419","0.12189996309578419"
"20500","0.11866917215287685","0.11866917215287685","0.11866917215287685"
"20600","0.11877266004681587","0.11877266004681587","0.11877266004681587"
"20700","0.1193157172203064","0.1193157172203064","0.1193157172203064"
"20800","0.11685041218996048","0.11685041218996048","0.11685041218996048"
"20900","0.12130096279084683","0.12130096279084683","0.12130096279084683"
"21000","0.11927298948168755","0.11927298948168755","0.11927298948168755"
"21100","0.11565824538469315","0.11565824538469315","0.11565824538469315"
"21200","0.11710004396736622","0.11710004396736622","0.11710004396736622"
"21300","0.11784571677446365","0.11784571677446365","0.11784571677446365"
"21400","0.11814024560153484","0.11814024560153484","0.11814024560153484"
"21500","0.11675819709897041","0.11675819709897041","0.11675819709897041"
"21600","0.11532847367227078","0.11532847367227078","0.11532847367227078"
"21700","0.11715887904167176","0.11715887904167176","0.11715887904167176"
"21800","0.11776980139315128","0.11776980139315128","0.11776980139315128"
"21900","0.11930425353348255","0.11930425353348255","0.11930425353348255"
"22000","0.11809001930058002","0.11809001930058002","0.11809001930058002"
"22100","0.11656730271875858","0.11656730271875858","0.11656730271875858"
"22200","0.11751530036330222","0.11751530036330222","0.11751530036330222"
"22300","0.11800682842731476","0.11800682842731476","0.11800682842731476"
"22400","0.11645919099450111","0.11645919099450111","0.11645919099450111"
"22500","0.11551421262323856","0.11551421262323856","0.11551421262323856"
"22600","0.1161137393862009","0.1161137393862009","0.1161137393862009"
"22700","0.11755090445280075","0.11755090445280075","0.11755090445280075"
"22800","0.11610046043992042","0.11610046043992042","0.11610046043992042"
"22900","0.11761343345046044","0.11761343345046044","0.11761343345046044"
"23000","0.1192634316533804","0.1192634316533804","0.1192634316533804"
"23100","0.11704501293599606","0.11704501293599606","0.11704501293599606"
"23200","0.11483564883470536","0.11483564883470536","0.11483564883470536"
"23300","0.1151996324956417","0.1151996324956417","0.1151996324956417"
"23400","0.11666073769330979","0.11666073769330979","0.11666073769330979"
"23500","0.11427785046398639","0.11427785046398639","0.11427785046398639"
"23600","0.11551926769316197","0.11551926769316197","0.11551926769316197"
"23700","0.11556690767407417","0.11556690767407417","0.11556690767407417"
"23800","0.11787741802632809","0.11787741802632809","0.11787741802632809"
"23900","0.11637555621564388","0.11637555621564388","0.11637555621564388"
"24000","0.11626824885606765","0.11626824885606765","0.11626824885606765"
"24100","0.1191436606645584","0.1191436606645584","0.1191436606645584"
"24200","0.11733493149280548","0.11733493149280548","0.11733493149280548"
"24300","0.11617192052304745","0.11617192052304745","0.11617192052304745"
"24400","0.11705767959356309","0.11705767959356309","0.11705767959356309"
"24500","0.1165878875553608","0.1165878875553608","0.1165878875553608"
"24600","0.11518058426678181","0.11518058426678181","0.11518058426678181"
"24700","0.11370287530124187","0.11370287530124187","0.11370287530124187"
"24800","0.11479966282844543","0.11479966282844543","0.11479966282844543"
"24900","0.11340062588453292","0.11340062588453292","0.11340062588453292"
"25000","0.11442617781460285","0.11442617781460285","0.11442617781460285"
"25100","0.1140695920586586","0.1140695920586586","0.1140695920586586"
"25200","0.11107835151255131","0.11107835151255131","0.11107835151255131"
"25300","0.11427292846143246","0.11427292846143246","0.11427292846143246"
"25400","0.11459375821053981","0.11459375821053981","0.11459375821053981"
"25500","0.1122264689952135","0.1122264689952135","0.1122264689952135"
"25600","0.1152959006279707","0.1152959006279707","0.1152959006279707"
"25700","0.10967131555080414","0.10967131555080414","0.10967131555080414"
"25800","0.11131933160126209","0.11131933160126209","0.11131933160126209"
"25900","0.11377835385501385","0.11377835385501385","0.11377835385501385"
"26000","0.11415661349892617","0.11415661349892617","0.11415661349892617"
"26100","0.11252206787467003","0.11252206787467003","0.11252206787467003"
"26200","0.11315294049680233","0.11315294049680233","0.11315294049680233"
"26300","0.11343389093875884","0.11343389093875884","0.11343389093875884"
"26400","0.11512874729931355","0.11512874729931355","0.11512874729931355"
"26500","0.11589518591761588","0.11589518591761588","0.11589518591761588"
"26600","0.11209628507494926","0.11209628507494926","0.11209628507494926"
"26700","0.1127121789008379","0.1127121789008379","0.1127121789008379"
"26800","0.11385134585201741","0.11385134585201741","0.11385134585201741"
"26900","0.1132855176180601","0.1132855176180601","0.1132855176180601"
"27000","0.11420844368636608","0.11420844368636608","0.11420844368636608"
"27100","0.11112470477819443","0.11112470477819443","0.11112470477819443"
"27200","0.1149965588748455","0.1149965588748455","0.1149965588748455"
"27300","0.11249798387289048","0.11249798387289048","0.11249798387289048"
"27400","0.11523451201617718","0.11523451201617718","0.11523451201617718"
"27500","0.1134115419536829","0.1134115419536829","0.1134115419536829"
"27600","0.112871248498559","0.112871248498559","0.112871248498559"
"27700","0.11355844333767891","0.11355844333767891","0.11355844333767891"
"27800","0.11265536330640316","0.11265536330640316","0.11265536330640316"
"27900","0.11233707323670387","0.11233707323670387","0.11233707323670387"
"28000","0.11167861066758633","0.11167861066758633","0.11167861066758633"
"28100","0.11068937346339226","0.11068937346339226","0.11068937346339226"
"28200","0.11453154288232327","0.11453154288232327","0.11453154288232327"
"28300","0.11701440028846263","0.11701440028846263","0.11701440028846263"
"28400","0.1135521350055933","0.1135521350055933","0.1135521350055933"
"28500","0.11224128752946853","0.11224128752946853","0.11224128752946853"
"28600","0.11348138310015202","0.11348138310015202","0.11348138310015202"
"28700","0.1114018839597702","0.1114018839597702","0.1114018839597702"
"28800","0.1127755520492792","0.1127755520492792","0.1127755520492792"
"28900","0.11221305407583713","0.11221305407583713","0.11221305407583713"
"29000","0.11200533173978329","0.11200533173978329","0.11200533173978329"
"29100","0.11602386593818664","0.11602386593818664","0.11602386593818664"
"29200","0.11138535410165787","0.11138535410165787","0.11138535410165787"
"29300","0.11331491149961949","0.11331491149961949","0.11331491149961949"
"29400","0.11103998139500618","0.11103998139500618","0.11103998139500618"
"29500","0.11119785889983178","0.11119785889983178","0.11119785889983178"
"29600","0.11133668437600136","0.11133668437600136","0.11133668437600136"
"29700","0.11168716043233871","0.11168716043233871","0.11168716043233871"
"29800","0.11206929139792919","0.11206929139792919","0.11206929139792919"
"29900","0.1113913806527853","0.1113913806527853","0.1113913806527853"
"30000","0.11402256436645984","0.11402256436645984","0.11402256436645984"
"30100","0.10989839985966682","0.10989839985966682","0.10989839985966682"
"30200","0.11099399507045746","0.11099399507045746","0.11099399507045746"
"30300","0.11203831873834133","0.11203831873834133","0.11203831873834133"
"30400","0.10974779799580574","0.10974779799580574","0.10974779799580574"
"30500","0.11443248674273492","0.11443248674273492","0.11443248674273492"
"30600","0.11191458523273468","0.11191458523273468","0.11191458523273468"
"30700","0.11235723868012429","0.11235723868012429","0.11235723868012429"
"30800","0.11361369244754314","0.11361369244754314","0.11361369244754314"
"30900","0.11384767211973668","0.11384767211973668","0.11384767211973668"
"31000","0.11213676042854787","0.11213676042854787","0.11213676042854787"
"31100","0.11273973859846592","0.11273973859846592","0.11273973859846592"
"31200","0.11191638261079788","0.11191638261079788","0.11191638261079788"
"31300","0.11512669168412686","0.11512669168412686","0.11512669168412686"
"31400","0.10841106124222279","0.10841106124222279","0.10841106124222279"
"31500","0.10910896740853787","0.10910896740853787","0.10910896740853787"
"31600","0.11165458343923092","0.11165458343923092","0.11165458343923092"
"31700","0.10935624845325947","0.10935624845325947","0.10935624845325947"
"31800","0.11130638919770718","0.11130638919770718","0.11130638919770718"
"31900","0.11011471420526504","0.11011471420526504","0.11011471420526504"
"32000","0.10741896457970142","0.10741896457970142","0.10741896457970142"
"32100","0.11170358970761299","0.11170358970761299","0.11170358970761299"
"32200","0.11090548411011696","0.11090548411011696","0.11090548411011696"
"32300","0.11158780209720134","0.11158780209720134","0.11158780209720134"
"32400","0.11013519369065762","0.11013519369065762","0.11013519369065762"
"32500","0.10675298199057578","0.10675298199057578","0.10675298199057578"
"32600","0.11206655889749527","0.11206655889749527","0.11206655889749527"
"32700","0.10862724363803863","0.10862724363803863","0.10862724363803863"
"32800","0.11089750833809375","0.11089750833809375","0.11089750833809375"
"32900","0.10912922002375126","0.10912922002375126","0.10912922002375126"
"33000","0.10976537503302097","0.10976537503302097","0.10976537503302097"
"33100","0.11028432168066502","0.11028432168066502","0.11028432168066502"
"33200","0.10983546920120717","0.10983546920120717","0.10983546920120717"
"33300","0.11069758705794812","0.11069758705794812","0.11069758705794812"
"33400","0.10984016351401805","0.10984016351401805","0.10984016351401805"
"33500","0.11019219934940339","0.11019219934940339","0.11019219934940339"
"33600","0.10960483729839325","0.10960483729839325","0.10960483729839325"
"33700","0.10995513804256916","0.10995513804256916","0.10995513804256916"
"33800","0.11124872922897339","0.11124872922897339","0.11124872922897339"
"33900","0.11199209913611412","0.11199209913611412","0.11199209913611412"
"34000","0.108248658105731","0.108248658105731","0.108248658105731"
"34100","0.10964593172073364","0.10964593172073364","0.10964593172073364"
"34200","0.11109487742185592","0.11109487742185592","0.11109487742185592"
"34300","0.11157493382692336","0.11157493382692336","0.11157493382692336"
"34400","0.10932315140962601","0.10932315140962601","0.10932315140962601"
"34500","0.10743768990039826","0.10743768990039826","0.10743768990039826"
"34600","0.10664433032274247","0.10664433032274247","0.10664433032274247"
"34700","0.10667774207890034","0.10667774207890034","0.10667774207890034"
"34800","0.11018288485705853","0.11018288485705853","0.11018288485705853"
"34900","0.11177841737866402","0.11177841737866402","0.11177841737866402"
"35000","0.10912700988352299","0.10912700988352299","0.10912700988352299"
"35100","0.10783978328108787","0.10783978328108787","0.10783978328108787"
"35200","0.10645880609750748","0.10645880609750748","0.10645880609750748"
"35300","0.10881289348006248","0.10881289348006248","0.10881289348006248"
"35400","0.1088989632576704","0.1088989632576704","0.1088989632576704"
"35500","0.11040776684880256","0.11040776684880256","0.11040776684880256"
"35600","0.11007334232330322","0.11007334232330322","0.11007334232330322"
"35700","0.10845577575266362","0.10845577575266362","0.10845577575266362"
"35800","0.1071304302662611","0.1071304302662611","0.1071304302662611"
"35900","0.1094457108527422","0.1094457108527422","0.1094457108527422"
"36000","0.10672254957258702","0.10672254957258702","0.10672254957258702"
"36100","0.10642660453915596","0.10642660453915596","0.10642660453915596"
"36200","0.11130589224398137","0.11130589224398137","0.11130589224398137"
"36300","0.10729608923196793","0.10729608923196793","0.10729608923196793"
"36400","0.10832422070205211","0.10832422070205211","0.10832422070205211"
"36500","0.10642546005547046","0.10642546005547046","0.10642546005547046"
"36600","0.10715695917606353","0.10715695917606353","0.10715695917606353"
"36700","0.10410518243908883","0.10410518243908883","0.10410518243908883"
"36800","0.10803639382123947","0.10803639382123947","0.10803639382123947"
"36900","0.10688345424830914","0.10688345424830914","0.10688345424830914"
"37000","0.10866501361131668","0.10866501361131668","0.10866501361131668"
"37100","0.10590417943894863","0.10590417943894863","0.10590417943894863"
"37200","0.10829520121216774","0.10829520121216774","0.10829520121216774"
"37300","0.1063088534772396","0.1063088534772396","0.1063088534772396"
"37400","0.10535306341946125","0.10535306341946125","0.10535306341946125"
"37500","0.10709696531295776","0.10709696531295776","0.10709696531295776"
"37600","0.10904715061187745","0.10904715061187745","0.10904715061187745"
"37700","0.10657292366027832","0.10657292366027832","0.10657292366027832"
"37800","0.11050888009369374","0.11050888009369374","0.11050888009369374"
"37900","0.10884366452693939","0.10884366452693939","0.10884366452693939"
"38000","0.10784442238509655","0.10784442238509655","0.10784442238509655"
"38100","0.10885090999305248","0.10885090999305248","0.10885090999305248"
"38200","0.10664962455630303","0.10664962455630303","0.10664962455630303"
"38300","0.10591218061745167","0.10591218061745167","0.10591218061745167"
"38400","0.1043790240585804","0.1043790240585804","0.1043790240585804"
"38500","0.10818052224814892","0.10818052224814892","0.10818052224814892"
"38600","0.10818420872092246","0.10818420872092246","0.10818420872092246"
"38700","0.1075277280062437","0.1075277280062437","0.1075277280062437"
"38800","0.10789062634110451","0.10789062634110451","0.10789062634110451"
"38900","0.10600290313363075","0.10600290313363075","0.10600290313363075"
"39000","0.10513143606483936","0.10513143606483936","0.10513143606483936"
"39100","0.10761825151741505","0.10761825151741505","0.10761825151741505"
"39200","0.10687532052397727","0.10687532052397727","0.10687532052397727"
"39300","0.10716701999306678","0.10716701999306678","0.10716701999306678"
"39400","0.10814105249941348","0.10814105249941348","0.10814105249941348"
"39500","0.10872848711907863","0.10872848711907863","0.10872848711907863"
"39600","0.10628658793866634","0.10628658793866634","0.10628658793866634"
"39700","0.10767854757606983","0.10767854757606983","0.10767854757606983"
"39800","0.10568254485726357","0.10568254485726357","0.10568254485726357"
"39900","0.1056317737698555","0.1056317737698555","0.1056317737698555"
"40000","0.1063121473044157","0.1063121473044157","0.1063121473044157"
"40100","0.1058803953230381","0.1058803953230381","0.1058803953230381"
"40200","0.10771785147488117","0.10771785147488117","0.10771785147488117"
"40300","0.10651800006628037","0.10651800006628037","0.10651800006628037"
"40400","0.10659676283597946","0.10659676283597946","0.10659676283597946"
"40500","0.10707628458738327","0.10707628458738327","0.10707628458738327"
"40600","0.10813135795295238","0.10813135795295238","0.10813135795295238"
"40700","0.10646710902452469","0.10646710902452469","0.10646710902452469"
"40800","0.10596188068389893","0.10596188068389893","0.10596188068389893"
"40900","0.10456884749233723","0.10456884749233723","0.10456884749233723"
"41000","0.10700104631483555","0.10700104631483555","0.10700104631483555"
"41100","0.10341809570789337","0.10341809570789337","0.10341809570789337"
"41200","0.10604919612407684","0.10604919612407684","0.10604919612407684"
"41300","0.10497431620955468","0.10497431620955468","0.10497431620955468"
"41400","0.10745558552443982","0.10745558552443982","0.10745558552443982"
"41500","0.10558372877538204","0.10558372877538204","0.10558372877538204"
"41600","0.10594393409788609","0.10594393409788609","0.10594393409788609"
"41700","0.10593369841575623","0.10593369841575623","0.10593369841575623"
"41800","0.1085643957555294","0.1085643957555294","0.1085643957555294"
"41900","0.10591422602534294","0.10591422602534294","0.10591422602534294"
"42000","0.10648323401808739","0.10648323401808739","0.10648323401808739"
"42100","0.106763945966959","0.106763945966959","0.106763945966959"
"42200","0.10527948141098023","0.10527948141098023","0.10527948141098023"
"42300","0.10425291866064072","0.10425291866064072","0.10425291866064072"
"42400","0.10625404857099056","0.10625404857099056","0.10625404857099056"
"42500","0.10402976356446743","0.10402976356446743","0.10402976356446743"
"42600","0.10550020426511765","0.10550020426511765","0.10550020426511765"
"42700","0.10595063261687755","0.10595063261687755","0.10595063261687755"
"42800","0.10563921745866538","0.10563921745866538","0.10563921745866538"
"42900","0.10454013921320439","0.10454013921320439","0.10454013921320439"
"43000","0.1054435557872057","0.1054435557872057","0.1054435557872057"
"43100","0.10451804168522358","0.10451804168522358","0.10451804168522358"
"43200","0.10736818417906761","0.10736818417906761","0.10736818417906761"
"43300","0.10591570898890496","0.10591570898890496","0.10591570898890496"
"43400","0.1062183802574873","0.1062183802574873","0.1062183802574873"
"43500","0.10491410546004772","0.10491410546004772","0.10491410546004772"
"43600","0.10752771653234959","0.10752771653234959","0.10752771653234959"
